Date,mat,rat,oat,supply_vfd_speed
1/5/2023 19:53,40,35,84,0
1/5/2023 20:08,41,36,83,0
1/5/2023 20:23,40,37,84,0
1/5/2023 20:38,39,36,85,0
1/5/2023 20:53,38,35,86,0
1/5/2023 21:08,39,36,87,0
1/5/2023 21:23,38,37,88,0
1/5/2023 21:38,37,36,87,0
1/5/2023 21:53,38,37,88,0
1/5/2023 22:08,37,38,87,0
1/5/2023 22:23,36,37,86,0
1/5/2023 22:38,35,36,85,0
1/5/2023 22:53,36,37,84,0
1/5/2023 23:08,35,38,83,0
1/5/2023 23:23,34,37,84,0
1/5/2023 23:38,33,38,83,0
1/5/2023 23:53,32,37,82,0
1/6/2023 0:08,31,36,81,0
1/6/2023 0:23,30,35,80,0
1/6/2023 0:38,31,34,81,0
1/6/2023 0:53,32,33,80,0
1/6/2023 1:08,31,34,79,0
1/6/2023 1:23,30,35,80,0
1/6/2023 1:38,31,34,79,0
1/6/2023 1:53,30,35,78,0
1/6/2023 2:08,31,36,77,0
1/6/2023 2:23,30,35,78,0
1/6/2023 2:38,30,36,79,0
1/6/2023 2:53,31,37,80,0
1/6/2023 3:08,32,38,81,0
1/6/2023 3:23,33,37,82,0
1/6/2023 3:38,34,36,81,0
1/6/2023 3:53,35,35,80,0
1/6/2023 4:08,36,34,81,0
1/6/2023 4:23,35,33,82,0
1/6/2023 4:38,36,34,81,0
1/6/2023 4:53,35,35,80,0
1/6/2023 5:08,34,34,81,0
1/6/2023 5:23,33,33,80,0
1/6/2023 5:38,34,34,81,0
1/6/2023 5:53,33,35,82,0
1/6/2023 6:08,32,34,83,0
1/6/2023 6:23,33,33,82,0
1/6/2023 6:38,34,32,83,0
1/6/2023 6:53,33,33,82,0
1/6/2023 7:08,32,32,83,0
1/6/2023 7:23,31,31,84,0
1/6/2023 7:38,32,30,83,0
1/6/2023 7:53,31,30,82,0
1/6/2023 8:08,32,31,83,0
1/6/2023 8:23,31,32,82,0
1/6/2023 8:38,30,31,81,0
1/6/2023 8:53,31,32,80,0
1/6/2023 9:08,32,31,81,0
1/6/2023 9:23,31,30,82,0
1/6/2023 9:38,32,30,81,0
1/6/2023 9:53,33,31,80,0
1/6/2023 10:08,32,32,81,0
1/6/2023 10:23,33,31,82,0
1/6/2023 10:38,32,32,81,0
1/6/2023 10:53,31,33,80,0
1/6/2023 11:08,30,34,81,0
1/6/2023 11:23,30,35,82,0
1/6/2023 11:38,30,34,81,0
1/6/2023 11:53,31,35,82,0
1/6/2023 12:08,32,34,83,0
1/6/2023 12:23,33,33,82,0
1/6/2023 12:38,34,32,83,0
1/6/2023 12:53,35,33,84,0
1/6/2023 13:08,36,32,83,0
1/6/2023 13:23,35,33,84,0
1/6/2023 13:38,34,32,85,0
1/6/2023 13:53,33,31,84,0
1/6/2023 14:08,32,30,83,0
1/6/2023 14:23,33,31,82,0
1/6/2023 14:38,32,30,83,0
1/6/2023 14:53,33,30,84,0
1/6/2023 15:08,32,31,83,0
1/6/2023 15:23,31,32,82,0
1/6/2023 15:38,32,31,83,0
1/6/2023 15:53,31,30,82,0
1/6/2023 16:08,30,31,81,0
1/6/2023 16:23,31,30,82,0
1/6/2023 16:38,32,31,83,0
1/6/2023 16:53,33,32,82,0
1/6/2023 17:08,32,33,83,0
1/6/2023 17:23,33,32,84,0
1/6/2023 17:38,32,33,83,0
1/6/2023 17:53,33,34,82,0
1/6/2023 18:08,34,33,81,0
1/6/2023 18:23,33,32,82,0
1/6/2023 18:38,32,33,81,0
1/6/2023 18:53,33,32,82,0
1/6/2023 19:08,34,33,81,0
1/6/2023 19:23,33,34,80,55
1/6/2023 19:38,32,35,81,54
1/6/2023 19:53,31,36,80,53
1/6/2023 20:08,30,35,81,54
1/6/2023 20:23,31,36,82,55
1/6/2023 20:38,32,35,83,54
1/6/2023 20:53,33,34,84,55
1/6/2023 21:08,34,33,85,56
1/6/2023 21:23,33,34,86,57
1/6/2023 21:38,34,35,87,56
1/6/2023 21:53,33,36,88,55
1/6/2023 22:08,32,37,87,54
1/6/2023 22:23,31,36,86,53
1/6/2023 22:38,30,37,85,54
1/6/2023 22:53,30,36,84,53
1/6/2023 23:08,30,37,85,54
1/6/2023 23:23,31,38,84,53
1/6/2023 23:38,32,39,83,52
1/6/2023 23:53,33,40,84,53
1/7/2023 0:08,34,41,83,54
1/7/2023 0:23,35,40,82,55
1/7/2023 0:38,36,39,81,54
1/7/2023 0:53,35,40,80,53
1/7/2023 1:08,36,39,81,52
1/7/2023 1:23,37,40,80,53
1/7/2023 1:38,38,39,81,52
1/7/2023 1:53,37,40,80,51
1/7/2023 2:08,36,41,79,52
1/7/2023 2:23,37,40,80,53
1/7/2023 2:38,38,41,79,54
1/7/2023 2:53,39,42,80,53
1/7/2023 3:08,40,41,79,52
1/7/2023 3:23,39,40,80,51
1/7/2023 3:38,38,39,79,52
1/7/2023 3:53,39,38,80,51
1/7/2023 4:08,40,39,81,52
1/7/2023 4:23,41,40,80,51
1/7/2023 4:38,40,41,79,52
1/7/2023 4:53,41,40,80,51
1/7/2023 5:08,40,41,81,52
1/7/2023 5:23,41,40,80,53
1/7/2023 5:38,42,41,79,54
1/7/2023 5:53,43,40,78,53
1/7/2023 6:08,44,41,79,52
1/7/2023 6:23,45,42,80,51
1/7/2023 6:38,44,41,81,50
1/7/2023 6:53,43,42,80,49
1/7/2023 7:08,42,43,81,50
1/7/2023 7:23,43,44,82,51
1/7/2023 7:38,44,43,81,52
1/7/2023 7:53,45,42,80,53
1/7/2023 8:08,44,41,79,54
1/7/2023 8:23,43,42,80,55
1/7/2023 8:38,42,43,79,56
1/7/2023 8:53,43,42,80,57
1/7/2023 9:08,42,41,81,58
1/7/2023 9:23,43,42,80,57
1/7/2023 9:38,42,43,81,56
1/7/2023 9:53,43,42,80,55
1/7/2023 10:08,44,43,79,56
1/7/2023 10:23,45,44,80,55
1/7/2023 10:38,44,43,79,56
1/7/2023 10:53,45,44,80,55
1/7/2023 11:08,46,45,81,54
1/7/2023 11:23,45,46,80,53
1/7/2023 11:38,44,47,81,54
1/7/2023 11:53,43,48,82,53
1/7/2023 12:08,42,49,83,54
1/7/2023 12:23,41,50,84,55
1/7/2023 12:38,40,51,85,56
1/7/2023 12:53,41,52,84,55
1/7/2023 13:08,40,53,83,56
1/7/2023 13:23,39,52,82,57
1/7/2023 13:38,38,51,81,56
1/7/2023 13:53,37,52,80,55
1/7/2023 14:08,36,53,81,54
1/7/2023 14:23,37,54,82,55
1/7/2023 14:38,38,55,83,54
1/7/2023 14:53,39,54,84,53
1/7/2023 15:08,40,55,85,54
1/7/2023 15:23,39,56,86,55
1/7/2023 15:38,38,55,87,54
1/7/2023 15:53,39,56,88,53
1/7/2023 16:08,38,55,87,52
1/7/2023 16:23,39,54,88,53
1/7/2023 16:38,40,53,87,54
1/7/2023 16:53,41,54,88,55
1/7/2023 17:08,42,55,87,56
1/7/2023 17:23,43,54,88,55
1/7/2023 17:38,42,55,89,56
1/7/2023 17:53,43,56,90,57
1/7/2023 18:08,44,57,91,56
1/7/2023 18:23,43,56,92,57
1/7/2023 18:38,44,55,93,56
1/7/2023 18:53,43,54,92,57
1/7/2023 19:08,42,55,93,58
1/7/2023 19:23,41,54,92,57
1/7/2023 19:38,42,53,91,58
1/7/2023 19:53,43,52,92,57
1/7/2023 20:08,44,51,91,56
1/7/2023 20:23,43,52,90,55
1/7/2023 20:38,42,51,91,54
1/7/2023 20:53,43,50,90,53
1/7/2023 21:08,42,51,89,54
1/7/2023 21:23,41,52,88,55
1/7/2023 21:38,42,53,87,54
1/7/2023 21:53,41,54,86,53
1/7/2023 22:08,40,55,87,54
1/7/2023 22:23,41,54,86,55
1/7/2023 22:38,40,53,87,54
1/7/2023 22:53,41,52,86,53
1/7/2023 23:08,42,53,85,52
1/7/2023 23:23,43,54,86,51
1/7/2023 23:38,42,53,85,50
1/7/2023 23:53,43,52,84,51
1/8/2023 0:08,44,51,85,52
1/8/2023 0:23,43,52,86,51
1/8/2023 0:38,44,51,87,50
1/8/2023 0:53,45,50,88,49
1/8/2023 1:08,44,51,89,48
1/8/2023 1:23,45,52,90,47
1/8/2023 1:38,46,51,91,48
1/8/2023 1:53,47,52,92,49
1/8/2023 2:08,46,51,91,50
1/8/2023 2:23,45,50,90,51
1/8/2023 2:38,46,51,91,52
1/8/2023 2:53,45,50,92,51
1/8/2023 3:08,44,51,91,52
1/8/2023 3:23,45,50,92,51
1/8/2023 3:38,44,51,91,50
1/8/2023 3:53,45,52,92,51
1/8/2023 4:08,44,53,91,50
1/8/2023 4:23,45,52,92,51
1/8/2023 4:38,46,53,93,52
1/8/2023 4:53,45,52,94,53
1/8/2023 5:08,44,53,95,54
1/8/2023 5:23,43,52,94,53
1/8/2023 5:38,42,51,93,52
1/8/2023 5:53,41,50,94,51
1/8/2023 6:08,42,49,93,50
1/8/2023 6:23,41,50,94,49
1/8/2023 6:38,42,51,93,48
1/8/2023 6:53,43,52,92,47
1/8/2023 7:08,44,51,91,46
1/8/2023 7:23,45,52,90,47
1/8/2023 7:38,44,51,91,48
1/8/2023 7:53,45,50,90,49
1/8/2023 8:08,44,51,89,48
1/8/2023 8:23,45,50,90,47
1/8/2023 8:38,46,51,89,48
1/8/2023 8:53,45,52,90,47
1/8/2023 9:08,44,53,89,46
1/8/2023 9:23,43,54,90,45
1/8/2023 9:38,44,55,89,46
1/8/2023 9:53,45,56,88,47
1/8/2023 10:08,44,55,87,46
1/8/2023 10:23,43,54,86,45
1/8/2023 10:38,44,55,87,44
1/8/2023 10:53,45,54,86,43
1/8/2023 11:08,44,53,87,42
1/8/2023 11:23,43,54,86,41
1/8/2023 11:38,44,55,87,42
1/8/2023 11:53,43,54,86,43
1/8/2023 12:08,44,55,85,44
1/8/2023 12:23,43,54,84,43
1/8/2023 12:38,42,53,83,42
1/8/2023 12:53,43,54,82,41
1/8/2023 13:08,44,53,83,42
1/8/2023 13:23,45,52,82,43
1/8/2023 13:38,46,53,81,44
1/8/2023 13:53,45,52,82,43
1/8/2023 14:08,44,51,83,42
1/8/2023 14:23,43,52,84,41
1/8/2023 14:38,42,51,85,40
1/8/2023 14:53,41,52,86,39
1/8/2023 15:08,40,53,85,40
1/8/2023 15:23,41,54,86,39
1/8/2023 15:38,42,55,85,38
1/8/2023 15:53,43,54,84,37
1/8/2023 16:08,44,53,83,38
1/8/2023 16:23,43,52,82,39
1/8/2023 16:38,42,53,81,38
1/8/2023 16:53,43,52,80,37
1/8/2023 17:08,44,53,79,38
1/8/2023 17:23,43,54,80,39
1/8/2023 17:38,42,55,81,38
1/8/2023 17:53,43,56,82,39
1/8/2023 18:08,42,55,81,40
1/8/2023 18:23,43,56,82,41
1/8/2023 18:38,44,57,81,40
1/8/2023 18:53,43,58,82,39
1/8/2023 19:08,44,59,83,38
1/8/2023 19:23,45,58,84,39
1/8/2023 19:38,46,57,83,40
1/8/2023 19:53,45,58,84,41
1/8/2023 20:08,46,57,85,40
1/8/2023 20:23,45,56,86,41
1/8/2023 20:38,44,57,87,40
1/8/2023 20:53,43,58,88,41
1/8/2023 21:08,44,59,89,42
1/8/2023 21:23,43,60,90,43
1/8/2023 21:38,42,59,91,44
1/8/2023 21:53,43,58,90,43
1/8/2023 22:08,42,57,89,42
1/8/2023 22:23,41,58,90,43
1/8/2023 22:38,42,57,91,42
1/8/2023 22:53,43,56,92,43
1/8/2023 23:08,42,55,93,44
1/8/2023 23:23,41,54,92,45
1/8/2023 23:38,42,55,91,44
1/8/2023 23:53,41,56,90,43
1/9/2023 0:08,40,55,89,44
1/9/2023 0:23,41,56,90,43
1/9/2023 0:38,42,57,91,42
1/9/2023 0:53,41,58,92,43
1/9/2023 1:08,42,57,93,42
1/9/2023 1:23,41,58,94,41
1/9/2023 1:38,42,57,95,42
1/9/2023 1:53,43,56,96,43
1/9/2023 2:08,42,57,97,44
1/9/2023 2:23,41,56,96,43
1/9/2023 2:38,42,57,97,44
1/9/2023 2:53,41,56,96,45
1/9/2023 3:08,42,55,95,44
1/9/2023 3:23,41,56,96,45
1/9/2023 3:38,40,57,97,44
1/9/2023 3:53,39,56,96,43
1/9/2023 4:08,38,57,95,44
1/9/2023 4:23,39,58,94,43
1/9/2023 4:38,38,57,93,42
1/9/2023 4:53,37,58,92,41
1/9/2023 5:08,36,57,91,40
1/9/2023 5:23,37,58,90,39
1/9/2023 5:38,38,57,91,40
1/9/2023 5:53,39,56,92,39
1/9/2023 6:08,40,57,91,38
1/9/2023 6:23,41,58,90,37
1/9/2023 6:38,42,59,91,38
1/9/2023 6:53,41,60,90,39
1/9/2023 7:08,40,61,89,40
1/9/2023 7:23,41,60,90,39
1/9/2023 7:38,42,59,91,40
1/9/2023 7:53,41,60,90,41
1/9/2023 8:08,40,59,89,42
1/9/2023 8:23,39,58,88,43
1/9/2023 8:38,38,57,89,44
1/9/2023 8:53,37,58,90,43
1/9/2023 9:08,36,57,89,44
1/9/2023 9:23,37,56,90,43
1/9/2023 9:38,36,57,89,42
1/9/2023 9:53,35,56,88,41
1/9/2023 10:08,36,55,89,40
1/9/2023 10:23,37,54,88,39
1/9/2023 10:38,36,53,87,40
1/9/2023 10:53,35,54,86,41
1/9/2023 11:08,34,53,85,42
1/9/2023 11:23,33,52,86,43
1/9/2023 11:38,32,53,85,44
1/9/2023 11:53,33,54,86,45
1/9/2023 12:08,32,55,85,46
1/9/2023 12:23,31,54,84,47
1/9/2023 12:38,30,55,85,46
1/9/2023 12:53,30,54,84,45
1/9/2023 13:08,30,53,83,44
1/9/2023 13:23,31,52,84,45
1/9/2023 13:38,30,51,83,44
1/9/2023 13:53,31,50,82,45
1/9/2023 14:08,30,51,81,44
1/9/2023 14:23,31,50,80,43
1/9/2023 14:38,32,51,79,42
1/9/2023 14:53,33,50,78,41
1/9/2023 15:08,34,49,77,40
1/9/2023 15:23,35,50,78,41
1/9/2023 15:38,36,51,79,40
1/9/2023 15:53,37,52,80,41
1/9/2023 16:08,38,51,79,42
1/9/2023 16:23,39,50,78,41
1/9/2023 16:38,40,51,79,42
1/9/2023 16:53,41,50,78,41
1/9/2023 17:08,42,49,77,40
1/9/2023 17:23,43,48,78,41
1/9/2023 17:38,42,47,79,40
1/9/2023 17:53,41,48,80,41
1/9/2023 18:08,40,47,81,40
1/9/2023 18:23,39,46,82,39
1/9/2023 18:38,38,47,83,40
1/9/2023 18:53,39,46,82,39
1/9/2023 19:08,40,45,83,40
1/9/2023 19:23,39,44,82,39
1/9/2023 19:38,40,43,81,38
1/9/2023 19:53,41,44,80,39
1/9/2023 20:08,40,45,79,38
1/9/2023 20:23,39,44,78,37
1/9/2023 20:38,40,43,79,38
1/9/2023 20:53,39,44,78,37
1/9/2023 21:08,40,45,77,36
1/9/2023 21:23,39,44,76,35
1/9/2023 21:38,38,43,75,36
1/9/2023 21:53,37,42,74,35
1/9/2023 22:08,38,43,73,34
1/9/2023 22:23,39,42,72,35
1/9/2023 22:38,40,43,71,36
1/9/2023 22:53,41,42,72,35
1/9/2023 23:08,42,41,71,36
1/9/2023 23:23,41,40,72,35
1/9/2023 23:38,42,39,71,34
1/9/2023 23:53,41,40,70,33
1/10/2023 0:08,40,41,71,32
1/10/2023 0:23,39,40,70,31
1/10/2023 0:38,38,41,69,32
1/10/2023 0:53,39,42,70,33
1/10/2023 1:08,40,41,71,32
1/10/2023 1:23,41,40,72,31
1/10/2023 1:38,40,39,73,32
1/10/2023 1:53,39,38,74,33
1/10/2023 2:08,38,39,73,34
1/10/2023 2:23,39,38,74,33
1/10/2023 2:38,40,39,73,32
1/10/2023 2:53,39,38,74,31
1/10/2023 3:08,40,37,73,32
1/10/2023 3:23,41,38,72,31
1/10/2023 3:38,42,39,73,32
1/10/2023 3:53,41,40,72,33
1/10/2023 4:08,40,41,73,34
1/10/2023 4:23,41,40,74,33
1/10/2023 4:38,42,41,75,32
1/10/2023 4:53,41,42,76,31
1/10/2023 5:08,40,43,75,32
1/10/2023 5:23,41,42,74,33
1/10/2023 5:38,40,41,73,32
1/10/2023 5:53,39,40,72,33
1/10/2023 6:08,40,39,73,32
1/10/2023 6:23,39,40,72,33
1/10/2023 6:38,40,39,71,34
1/10/2023 6:53,39,38,70,35
1/10/2023 7:08,38,39,71,34
1/10/2023 7:23,39,40,70,35
1/10/2023 7:38,38,41,71,36
1/10/2023 7:53,37,40,70,37
1/10/2023 8:08,36,39,69,36
1/10/2023 8:23,37,38,68,35
1/10/2023 8:38,38,37,67,36
1/10/2023 8:53,39,36,66,37
1/10/2023 9:08,38,35,65,38
1/10/2023 9:23,37,36,66,39
1/10/2023 9:38,38,35,67,40
1/10/2023 9:53,37,34,68,41
1/10/2023 10:08,36,35,67,40
1/10/2023 10:23,35,36,66,41
1/10/2023 10:38,34,37,65,40
1/10/2023 10:53,33,36,66,39
1/10/2023 11:08,32,37,65,40
1/10/2023 11:23,33,36,66,39
1/10/2023 11:38,34,37,65,38
1/10/2023 11:53,35,38,66,37
1/10/2023 12:08,36,39,67,36
1/10/2023 12:23,35,40,66,35
1/10/2023 12:38,34,41,65,36
1/10/2023 12:53,35,40,64,35
1/10/2023 13:08,36,41,63,34
1/10/2023 13:23,35,40,62,33
1/10/2023 13:38,34,41,63,34
1/10/2023 13:53,35,42,64,35
1/10/2023 14:08,34,43,63,36
1/10/2023 14:23,33,44,62,35
1/10/2023 14:38,32,45,63,36
1/10/2023 14:53,31,44,62,37
1/10/2023 15:08,30,43,61,36
1/10/2023 15:23,30,44,62,35
1/10/2023 15:38,30,45,61,36
1/10/2023 15:53,30,46,60,35
1/10/2023 16:08,31,47,61,36
1/10/2023 16:23,30,46,60,37
1/10/2023 16:38,31,45,61,36
1/10/2023 16:53,32,44,60,35
1/10/2023 17:08,33,43,59,34
1/10/2023 17:23,34,44,58,33
1/10/2023 17:38,35,45,57,34
1/10/2023 17:53,36,46,56,35
1/10/2023 18:08,37,45,55,34
1/10/2023 18:23,38,46,54,33
1/10/2023 18:38,37,45,55,34
1/10/2023 18:53,36,44,56,33
1/10/2023 19:08,37,45,57,32
1/10/2023 19:23,38,46,56,31
1/10/2023 19:38,37,45,57,32
1/10/2023 19:53,36,46,56,33
1/10/2023 20:08,37,45,55,32
1/10/2023 20:23,36,44,56,31
1/10/2023 20:38,37,45,55,32
1/10/2023 20:53,38,46,54,31
1/10/2023 21:08,39,47,55,32
1/10/2023 21:23,40,48,56,31
1/10/2023 21:38,41,49,57,32
1/10/2023 21:53,40,50,56,31
1/10/2023 22:08,39,51,55,32
1/10/2023 22:23,38,52,56,33
1/10/2023 22:38,39,51,57,34
1/10/2023 22:53,38,52,56,33
1/10/2023 23:08,37,51,55,34
1/10/2023 23:23,38,52,54,35
1/10/2023 23:38,39,51,55,34
1/10/2023 23:53,38,52,56,33
1/11/2023 0:08,37,53,57,34
1/11/2023 0:23,38,52,56,33
1/11/2023 0:38,37,53,55,32
1/11/2023 0:53,36,52,54,31
1/11/2023 1:08,35,51,53,30
1/11/2023 1:23,36,52,52,29
1/11/2023 1:38,35,53,51,30
1/11/2023 1:53,34,52,50,29
1/11/2023 2:08,35,51,49,28
1/11/2023 2:23,34,52,50,27
1/11/2023 2:38,35,51,51,28
1/11/2023 2:53,34,52,52,29
1/11/2023 3:08,33,53,51,30
1/11/2023 3:23,34,52,50,31
1/11/2023 3:38,33,51,49,30
1/11/2023 3:53,34,52,48,29
1/11/2023 4:08,33,53,49,28
1/11/2023 4:23,34,52,48,29
1/11/2023 4:38,33,53,49,30
1/11/2023 4:53,34,52,50,31
1/11/2023 5:08,35,51,51,30
1/11/2023 5:23,34,50,52,29
1/11/2023 5:38,35,49,53,28
1/11/2023 5:53,36,50,54,27
1/11/2023 6:08,35,51,53,28
1/11/2023 6:23,36,50,54,29
1/11/2023 6:38,35,49,53,30
1/11/2023 6:53,34,48,52,31
1/11/2023 7:08,33,49,53,32
1/11/2023 7:23,34,50,54,33
1/11/2023 7:38,35,51,53,34
1/11/2023 7:53,34,50,52,35
1/11/2023 8:08,35,51,51,36
1/11/2023 8:23,34,52,52,37
1/11/2023 8:38,33,51,53,36
1/11/2023 8:53,32,50,54,37
1/11/2023 9:08,31,49,55,36
1/11/2023 9:23,30,50,56,37
1/11/2023 9:38,31,49,55,36
1/11/2023 9:53,30,50,54,37
1/11/2023 10:08,30,51,55,38
1/11/2023 10:23,30,52,56,39
1/11/2023 10:38,30,51,57,40
1/11/2023 10:53,31,52,58,39
1/11/2023 11:08,30,51,59,38
1/11/2023 11:23,30,50,58,37
1/11/2023 11:38,30,51,57,38
1/11/2023 11:53,31,52,58,39
1/11/2023 12:08,30,51,59,38
1/11/2023 12:23,31,52,58,39
1/11/2023 12:38,30,53,59,38
1/11/2023 12:53,30,54,60,39
1/11/2023 13:08,31,53,59,40
1/11/2023 13:23,30,52,58,41
1/11/2023 13:38,30,51,57,40
1/11/2023 13:53,31,52,56,39
1/11/2023 14:08,32,53,55,38
1/11/2023 14:23,33,54,56,37
1/11/2023 14:38,32,53,55,38
1/11/2023 14:53,33,52,56,37
1/11/2023 15:08,32,51,55,38
1/11/2023 15:23,33,52,54,39
1/11/2023 15:38,32,53,53,40
1/11/2023 15:53,31,52,52,41
1/11/2023 16:08,32,51,51,40
1/11/2023 16:23,31,50,52,41
1/11/2023 16:38,30,49,53,42
1/11/2023 16:53,31,50,54,41
1/11/2023 17:08,30,49,53,42
1/11/2023 17:23,30,48,54,41
1/11/2023 17:38,31,47,55,40
1/11/2023 17:53,30,46,56,41
1/11/2023 18:08,30,47,55,40
1/11/2023 18:23,31,46,56,39
1/11/2023 18:38,30,47,55,40
1/11/2023 18:53,30,48,54,39
1/11/2023 19:08,31,49,55,40
1/11/2023 19:23,32,48,56,41
1/11/2023 19:38,31,47,55,40
1/11/2023 19:53,32,48,54,41
1/11/2023 20:08,33,49,53,40
1/11/2023 20:23,34,50,54,41
1/11/2023 20:38,33,51,55,42
1/11/2023 20:53,32,52,56,41
1/11/2023 21:08,31,53,57,42
1/11/2023 21:23,32,52,56,43
1/11/2023 21:38,31,53,57,42
1/11/2023 21:53,32,52,56,43
1/11/2023 22:08,33,51,55,42
1/11/2023 22:23,32,52,54,43
1/11/2023 22:38,33,51,55,44
1/11/2023 22:53,34,52,56,45
1/11/2023 23:08,35,51,57,46
1/11/2023 23:23,36,50,58,47
1/11/2023 23:38,35,51,57,48
1/11/2023 23:53,34,52,56,49
1/12/2023 0:08,35,51,57,48
1/12/2023 0:23,34,50,56,49
1/12/2023 0:38,35,49,57,48
1/12/2023 0:53,36,48,56,49
1/12/2023 1:08,35,47,55,50
1/12/2023 1:23,36,48,54,51
1/12/2023 1:38,37,49,55,52
1/12/2023 1:53,38,48,54,51
1/12/2023 2:08,37,47,53,52
1/12/2023 2:23,36,48,54,53
1/12/2023 2:38,37,49,53,54
1/12/2023 2:53,38,48,52,53
1/12/2023 3:08,39,49,53,54
1/12/2023 3:23,38,50,52,53
1/12/2023 3:38,39,51,51,52
1/12/2023 3:53,40,50,50,53
1/12/2023 4:08,41,49,49,54
1/12/2023 4:23,42,50,50,55
1/12/2023 4:38,43,51,51,56
1/12/2023 4:53,42,52,50,55
1/12/2023 5:08,43,51,51,54
1/12/2023 5:23,42,52,52,53
1/12/2023 5:38,41,53,53,52
1/12/2023 5:53,42,52,52,53
1/12/2023 6:08,41,53,51,54
1/12/2023 6:23,40,52,50,53
1/12/2023 6:38,41,53,49,52
1/12/2023 6:53,42,52,48,51
1/12/2023 7:08,41,53,49,52
1/12/2023 7:23,40,54,50,51
1/12/2023 7:38,39,53,51,50
1/12/2023 7:53,40,52,52,49
1/12/2023 8:08,41,53,51,48
1/12/2023 8:23,40,54,52,47
1/12/2023 8:38,39,53,53,48
1/12/2023 8:53,38,54,52,49
1/12/2023 9:08,39,53,53,50
1/12/2023 9:23,38,52,54,49
1/12/2023 9:38,37,53,53,48
1/12/2023 9:53,36,54,54,47
1/12/2023 10:08,37,55,53,48
1/12/2023 10:23,38,56,52,49
1/12/2023 10:38,39,55,53,50
1/12/2023 10:53,40,54,52,49
1/12/2023 11:08,39,53,53,50
1/12/2023 11:23,38,54,52,49
1/12/2023 11:38,39,53,53,48
1/12/2023 11:53,40,52,54,47
1/12/2023 12:08,39,53,53,46
1/12/2023 12:23,40,54,54,47
1/12/2023 12:38,41,53,53,46
1/12/2023 12:53,40,52,52,47
1/12/2023 13:08,39,51,51,46
1/12/2023 13:23,38,52,50,45
1/12/2023 13:38,37,51,49,46
1/12/2023 13:53,38,52,48,47
1/12/2023 14:08,37,51,47,48
1/12/2023 14:23,38,52,48,47
1/12/2023 14:38,37,53,47,48
1/12/2023 14:53,36,54,46,49
1/12/2023 15:08,35,55,47,48
1/12/2023 15:23,36,54,46,47
1/12/2023 15:38,35,55,45,48
1/12/2023 15:53,34,54,46,49
1/12/2023 16:08,35,53,45,48
1/12/2023 16:23,36,54,44,49
1/12/2023 16:38,37,55,45,50
1/12/2023 16:53,38,56,46,49
1/12/2023 17:08,39,57,45,48
1/12/2023 17:23,40,58,46,49
1/12/2023 17:38,39,59,45,50
1/12/2023 17:53,38,58,44,49
1/12/2023 18:08,37,57,45,48
1/12/2023 18:23,36,58,46,47
1/12/2023 18:38,37,57,47,48
1/12/2023 18:53,38,58,46,47
1/12/2023 19:08,39,59,45,48
1/12/2023 19:23,38,58,44,49
1/12/2023 19:38,39,57,45,50
1/12/2023 19:53,40,58,44,51
1/12/2023 20:08,39,57,43,0
1/12/2023 20:23,38,56,42,0
1/12/2023 20:38,39,55,43,0
1/12/2023 20:53,40,56,44,0
1/12/2023 21:08,41,55,43,0
1/12/2023 21:23,42,54,44,0
1/12/2023 21:38,43,55,45,0
1/12/2023 21:53,42,56,44,0
1/12/2023 22:08,43,55,45,0
1/12/2023 22:23,42,54,46,0
1/12/2023 22:38,41,55,45,0
1/12/2023 22:53,42,54,46,0
1/12/2023 23:08,43,55,47,0
1/12/2023 23:23,44,54,46,0
1/12/2023 23:38,43,53,47,0
1/12/2023 23:53,44,52,46,0
1/13/2023 0:08,43,51,47,0
1/13/2023 0:23,44,50,48,0
1/13/2023 0:38,43,49,47,0
1/13/2023 0:53,44,50,46,0
1/13/2023 1:08,43,49,45,0
1/13/2023 1:23,42,48,44,0
1/13/2023 1:38,43,49,43,0
1/13/2023 1:53,44,50,44,0
1/13/2023 2:08,43,51,45,0
1/13/2023 2:23,44,50,46,0
1/13/2023 2:38,45,49,45,0
1/13/2023 2:53,44,50,44,0
1/13/2023 3:08,45,49,43,0
1/13/2023 3:23,46,50,44,0
1/13/2023 3:38,47,49,43,0
1/13/2023 3:53,46,50,44,0
1/13/2023 4:08,47,49,43,0
1/13/2023 4:23,46,48,44,0
1/13/2023 4:38,47,49,43,0
1/13/2023 4:53,46,50,44,0
1/13/2023 5:08,47,49,45,0
1/13/2023 5:23,46,48,46,0
1/13/2023 5:38,47,47,47,0
1/13/2023 5:53,46,46,48,0
1/13/2023 6:08,45,45,47,0
1/13/2023 6:23,44,46,46,0
1/13/2023 6:38,45,47,47,0
1/13/2023 6:53,44,46,48,0
1/13/2023 7:08,45,45,49,0
1/13/2023 7:23,44,46,50,0
1/13/2023 7:38,45,45,51,0
1/13/2023 7:53,44,44,52,0
1/13/2023 8:08,43,45,51,0
1/13/2023 8:23,42,46,50,0
1/13/2023 8:38,43,47,49,0
1/13/2023 8:53,42,46,48,0
1/13/2023 9:08,43,47,47,0
1/13/2023 9:23,44,48,46,0
1/13/2023 9:38,45,47,45,0
1/13/2023 9:53,46,46,44,0
1/13/2023 10:08,45,47,45,0
1/13/2023 10:23,44,46,46,0
1/13/2023 10:38,43,45,45,0
1/13/2023 10:53,42,46,46,0
1/13/2023 11:08,43,47,45,0
1/13/2023 11:23,42,48,44,0
