Date,sat,satsp,clg,economizer_sig,supply_vfd_speed
1/30/2023 5:54,71,76,94,23,0
1/30/2023 6:09,70,77,95,24,0
1/30/2023 6:24,71,78,96,23,0
1/30/2023 6:39,70,79,97,24,0
1/30/2023 6:54,69,78,96,23,0
1/30/2023 7:09,68,77,97,24,0
1/30/2023 7:24,67,78,96,25,0
1/30/2023 7:39,68,79,97,26,0
1/30/2023 7:54,69,80,96,27,0
1/30/2023 8:09,68,80,95,26,0
1/30/2023 8:24,69,79,94,25,0
1/30/2023 8:39,68,80,95,26,0
1/30/2023 8:54,67,80,94,27,0
1/30/2023 9:09,68,80,93,28,0
1/30/2023 9:24,67,79,92,29,0
1/30/2023 9:39,66,78,93,28,0
1/30/2023 9:54,67,79,94,27,0
1/30/2023 10:09,68,80,95,26,0
1/30/2023 10:24,67,80,94,27,0
1/30/2023 10:39,66,80,95,26,0
1/30/2023 10:54,67,79,96,25,0
1/30/2023 11:09,68,80,95,24,0
1/30/2023 11:24,69,79,96,23,0
1/30/2023 11:39,68,78,97,22,0
1/30/2023 11:54,69,79,98,23,0
1/30/2023 12:09,68,80,97,24,0
1/30/2023 12:24,67,79,96,25,0
1/30/2023 12:39,66,80,97,26,0
1/30/2023 12:54,67,79,96,27,0
1/30/2023 13:09,66,80,97,26,0
1/30/2023 13:24,67,80,98,25,0
1/30/2023 13:39,68,80,99,24,0
1/30/2023 13:54,67,80,98,25,0
1/30/2023 14:09,66,79,97,24,0
1/30/2023 14:24,67,78,98,25,0
1/30/2023 14:39,68,77,97,24,0
1/30/2023 14:54,67,76,96,23,0
1/30/2023 15:09,66,77,97,24,0
1/30/2023 15:24,65,76,96,25,0
1/30/2023 15:39,66,77,97,24,0
1/30/2023 15:54,67,76,96,23,0
1/30/2023 16:09,66,77,95,24,0
1/30/2023 16:24,67,76,94,25,0
1/30/2023 16:39,66,75,93,24,0
1/30/2023 16:54,65,74,94,25,0
1/30/2023 17:09,66,75,93,24,0
1/30/2023 17:24,67,74,94,23,0
1/30/2023 17:39,68,75,93,24,0
1/30/2023 17:54,67,76,94,25,0
1/30/2023 18:09,68,75,93,24,0
1/30/2023 18:24,67,74,94,25,0
1/30/2023 18:39,68,73,93,24,0
1/30/2023 18:54,67,72,94,25,0
1/30/2023 19:09,66,71,93,26,0
1/30/2023 19:24,67,72,94,27,0
1/30/2023 19:39,68,71,95,28,0
1/30/2023 19:54,67,72,94,29,0
1/30/2023 20:09,66,71,93,30,0
1/30/2023 20:24,67,72,92,29,0
1/30/2023 20:39,68,71,91,30,0
1/30/2023 20:54,67,70,92,31,0
1/30/2023 21:09,68,70,93,32,0
1/30/2023 21:24,69,71,92,31,0
1/30/2023 21:39,70,72,91,32,0
1/30/2023 21:54,69,73,90,31,0
1/30/2023 22:09,68,74,91,32,0
1/30/2023 22:24,67,75,90,31,0
1/30/2023 22:39,68,76,89,32,0
1/30/2023 22:54,67,75,88,33,0
1/30/2023 23:09,68,76,89,32,0
1/30/2023 23:24,69,75,90,31,0
1/30/2023 23:39,68,76,89,30,0
1/30/2023 23:54,69,77,88,29,0
1/31/2023 0:09,68,78,89,28,0
1/31/2023 0:24,67,79,88,29,0
1/31/2023 0:39,68,80,89,30,0
1/31/2023 0:54,67,80,90,29,0
1/31/2023 1:09,68,79,91,28,0
1/31/2023 1:24,67,78,92,29,0
1/31/2023 1:39,68,79,91,30,0
1/31/2023 1:54,69,80,90,29,0
1/31/2023 2:09,70,79,89,30,0
1/31/2023 2:24,69,80,90,29,0
1/31/2023 2:39,70,79,89,30,0
1/31/2023 2:54,71,80,90,29,0
1/31/2023 3:09,72,79,91,28,0
1/31/2023 3:24,73,78,90,27,0
1/31/2023 3:39,72,79,89,26,0
1/31/2023 3:54,73,78,90,27,0
1/31/2023 4:09,72,79,91,28,0
1/31/2023 4:24,71,80,92,27,0
1/31/2023 4:39,70,79,93,26,0
1/31/2023 4:54,71,80,94,25,0
1/31/2023 5:09,70,80,95,26,0
1/31/2023 5:24,71,80,94,27,0
1/31/2023 5:39,70,79,93,26,0
1/31/2023 5:54,69,80,94,27,0
1/31/2023 6:09,70,79,95,26,0
1/31/2023 6:24,71,78,96,25,0
1/31/2023 6:39,72,79,97,24,0
1/31/2023 6:54,73,78,96,25,0
1/31/2023 7:09,72,79,97,24,0
1/31/2023 7:24,73,78,96,25,0
1/31/2023 7:39,72,79,95,26,0
1/31/2023 7:54,71,80,94,27,0
1/31/2023 8:09,70,79,95,26,0
1/31/2023 8:24,69,80,96,27,0
1/31/2023 8:39,68,80,97,28,0
1/31/2023 8:54,67,79,96,27,0
1/31/2023 9:09,66,78,95,28,0
1/31/2023 9:24,67,77,96,29,0
1/31/2023 9:39,68,76,95,30,0
1/31/2023 9:54,69,75,96,31,0
1/31/2023 10:09,68,74,97,30,0
1/31/2023 10:24,67,75,98,29,0
1/31/2023 10:39,68,76,99,28,0
1/31/2023 10:54,67,77,98,27,0
1/31/2023 11:09,66,76,97,26,0
1/31/2023 11:24,65,77,98,25,0
1/31/2023 11:39,64,78,97,24,0
1/31/2023 11:54,65,79,98,23,0
1/31/2023 12:09,64,78,99,24,0
1/31/2023 12:24,63,79,98,23,0
1/31/2023 12:39,64,80,99,24,0
1/31/2023 12:54,63,79,98,25,0
1/31/2023 13:09,64,80,99,26,0
1/31/2023 13:24,65,80,100,25,0
1/31/2023 13:39,66,80,100,26,0
1/31/2023 13:54,65,79,99,27,0
1/31/2023 14:09,66,78,100,26,0
1/31/2023 14:24,67,77,100,25,0
1/31/2023 14:39,68,78,99,26,0
1/31/2023 14:54,67,79,98,25,0
1/31/2023 15:09,66,80,97,26,0
1/31/2023 15:24,67,79,98,25,0
1/31/2023 15:39,68,78,99,24,0
1/31/2023 15:54,67,77,98,25,0
1/31/2023 16:09,68,76,99,26,0
1/31/2023 16:24,67,77,100,25,0
1/31/2023 16:39,68,76,100,24,0
1/31/2023 16:54,69,75,100,23,0
1/31/2023 17:09,70,76,100,22,0
1/31/2023 17:24,71,77,100,23,0
1/31/2023 17:39,72,78,99,24,0
1/31/2023 17:54,71,79,100,25,0
1/31/2023 18:09,70,80,99,26,0
1/31/2023 18:24,69,79,100,27,0
1/31/2023 18:39,68,80,100,26,0
1/31/2023 18:54,67,80,99,27,0
1/31/2023 19:09,66,79,100,26,0
1/31/2023 19:24,67,80,100,27,0
1/31/2023 19:39,66,79,99,26,0
1/31/2023 19:54,67,80,98,25,0
1/31/2023 20:09,68,79,97,26,0
1/31/2023 20:24,69,78,96,27,0
1/31/2023 20:39,68,79,97,28,0
1/31/2023 20:54,69,78,98,27,0
1/31/2023 21:09,70,77,97,26,0
1/31/2023 21:24,69,78,96,27,0
1/31/2023 21:39,70,77,97,26,0
1/31/2023 21:54,69,76,98,27,0
1/31/2023 22:09,70,77,97,28,0
1/31/2023 22:24,69,78,98,27,0
1/31/2023 22:39,70,77,99,26,0
1/31/2023 22:54,69,78,100,25,0
1/31/2023 23:09,70,77,99,24,0
1/31/2023 23:24,71,78,100,23,0
1/31/2023 23:39,72,79,100,22,0
1/31/2023 23:54,71,78,100,21,0
2/1/2023 0:09,70,77,99,20,0
2/1/2023 0:24,69,76,98,21,0
2/1/2023 0:39,70,75,99,20,0
2/1/2023 0:54,71,74,100,19,0
2/1/2023 1:09,72,75,100,18,0
2/1/2023 1:24,71,74,99,19,0
2/1/2023 1:39,72,73,98,18,0
2/1/2023 1:54,73,72,99,19,0
2/1/2023 2:09,72,73,98,20,0
2/1/2023 2:24,73,74,99,21,0
2/1/2023 2:39,74,75,100,20,0
2/1/2023 2:54,73,74,99,21,0
2/1/2023 3:09,72,75,98,22,0
2/1/2023 3:24,73,76,99,21,0
2/1/2023 3:39,72,77,98,20,0
2/1/2023 3:54,73,76,99,19,0
2/1/2023 4:09,74,77,98,18,0
2/1/2023 4:24,73,76,99,17,0
2/1/2023 4:39,72,77,98,18,0
2/1/2023 4:54,71,78,99,19,0
2/1/2023 5:09,70,77,98,18,0
2/1/2023 5:24,71,78,97,17,0
2/1/2023 5:39,70,79,98,18,0
2/1/2023 5:54,71,80,99,19,0
2/1/2023 6:09,72,80,98,18,0
2/1/2023 6:24,71,79,99,19,0
2/1/2023 6:39,70,80,98,20,0
2/1/2023 6:54,71,79,97,19,0
2/1/2023 7:09,72,78,96,20,0
2/1/2023 7:24,73,77,95,19,0
2/1/2023 7:39,74,76,94,20,0
2/1/2023 7:54,73,77,95,19,0
2/1/2023 8:09,72,76,96,18,0
2/1/2023 8:24,73,77,97,17,0
2/1/2023 8:39,72,78,96,16,0
2/1/2023 8:54,73,79,95,17,0
2/1/2023 9:09,74,80,96,16,0
2/1/2023 9:24,75,79,95,15,0
2/1/2023 9:39,74,78,96,16,0
2/1/2023 9:54,73,79,95,17,0
2/1/2023 10:09,72,80,94,16,0
2/1/2023 10:24,73,80,95,17,0
2/1/2023 10:39,74,79,96,16,0
2/1/2023 10:54,73,78,97,15,0
2/1/2023 11:09,72,77,96,14,0
2/1/2023 11:24,71,76,95,13,0
2/1/2023 11:39,72,75,96,14,0
2/1/2023 11:54,71,74,97,15,0
2/1/2023 12:09,70,73,98,14,0
2/1/2023 12:24,71,74,99,13,0
2/1/2023 12:39,70,75,98,12,0
2/1/2023 12:54,71,74,97,11,0
2/1/2023 13:09,72,75,98,12,0
2/1/2023 13:24,73,74,97,13,0
2/1/2023 13:39,74,75,98,14,0
2/1/2023 13:54,73,74,97,13,0
2/1/2023 14:09,72,73,98,12,0
2/1/2023 14:24,71,74,99,11,0
2/1/2023 14:39,70,73,100,10,0
2/1/2023 14:54,69,74,100,9,0
2/1/2023 15:09,70,75,100,8,0
2/1/2023 15:24,69,74,100,7,0
2/1/2023 15:39,70,73,99,8,0
2/1/2023 15:54,71,74,100,9,0
2/1/2023 16:09,72,73,100,10,0
2/1/2023 16:24,71,72,99,9,0
2/1/2023 16:39,70,71,98,8,55
2/1/2023 16:54,71,70,99,9,54
2/1/2023 17:09,72,70,100,10,53
2/1/2023 17:24,71,70,100,9,54
2/1/2023 17:39,70,71,100,8,55
2/1/2023 17:54,69,72,99,9,54
2/1/2023 18:09,70,71,98,8,55
2/1/2023 18:24,71,72,99,7,56
2/1/2023 18:39,72,71,98,8,57
2/1/2023 18:54,73,72,97,9,56
2/1/2023 19:09,72,73,96,8,55
2/1/2023 19:24,71,74,97,7,54
2/1/2023 19:39,72,73,98,6,53
2/1/2023 19:54,73,74,97,5,54
2/1/2023 20:09,74,73,98,6,53
2/1/2023 20:24,73,74,99,7,54
2/1/2023 20:39,72,75,98,6,53
2/1/2023 20:54,71,74,97,7,52
2/1/2023 21:09,70,73,98,6,53
2/1/2023 21:24,71,74,97,5,54
2/1/2023 21:39,72,73,98,4,55
2/1/2023 21:54,71,72,97,5,54
2/1/2023 22:09,72,71,98,4,53
2/1/2023 22:24,73,72,99,3,52
2/1/2023 22:39,74,73,98,2,53
2/1/2023 22:54,75,72,99,3,52
2/1/2023 23:09,74,73,98,4,51
2/1/2023 23:24,75,74,97,3,52
2/1/2023 23:39,76,73,98,2,53
2/1/2023 23:54,77,72,97,3,54
2/2/2023 0:09,78,71,96,4,53
2/2/2023 0:24,79,70,97,3,52
2/2/2023 0:39,78,70,98,4,51
2/2/2023 0:54,77,70,97,5,52
2/2/2023 1:09,78,71,96,4,51
2/2/2023 1:24,79,70,97,5,52
2/2/2023 1:39,78,71,96,4,51
2/2/2023 1:54,77,70,97,5,52
2/2/2023 2:09,76,70,98,6,51
2/2/2023 2:24,77,70,99,7,52
2/2/2023 2:39,76,71,98,8,53
2/2/2023 2:54,75,72,99,9,54
2/2/2023 3:09,76,71,100,10,53
2/2/2023 3:24,75,72,100,11,52
2/2/2023 3:39,76,71,99,10,51
2/2/2023 3:54,77,70,98,9,50
2/2/2023 4:09,78,71,97,10,49
2/2/2023 4:24,77,72,98,11,50
2/2/2023 4:39,78,71,97,12,51
2/2/2023 4:54,79,72,96,11,52
2/2/2023 5:09,80,71,97,10,53
2/2/2023 5:24,81,72,96,11,54
2/2/2023 5:39,82,73,97,10,55
2/2/2023 5:54,81,72,98,11,56
2/2/2023 6:09,82,73,97,12,57
2/2/2023 6:24,83,72,98,11,58
2/2/2023 6:39,84,73,97,10,57
2/2/2023 6:54,83,74,98,11,56
2/2/2023 7:09,82,73,97,12,55
2/2/2023 7:24,83,72,98,13,56
2/2/2023 7:39,82,71,97,14,55
2/2/2023 7:54,83,72,98,13,56
2/2/2023 8:09,82,73,99,12,55
2/2/2023 8:24,81,72,98,13,54
2/2/2023 8:39,82,73,99,12,53
2/2/2023 8:54,83,74,98,11,54
2/2/2023 9:09,84,75,99,10,53
2/2/2023 9:24,83,74,100,9,54
2/2/2023 9:39,82,73,99,8,55
2/2/2023 9:54,83,74,100,7,56
2/2/2023 10:09,84,73,99,8,55
2/2/2023 10:24,83,72,98,9,56
2/2/2023 10:39,84,71,97,10,57
2/2/2023 10:54,85,70,98,9,56
2/2/2023 11:09,84,70,97,8,55
2/2/2023 11:24,83,71,96,7,54
2/2/2023 11:39,82,72,95,6,55
2/2/2023 11:54,81,73,94,7,54
2/2/2023 12:09,82,74,93,8,53
2/2/2023 12:24,83,75,94,7,54
2/2/2023 12:39,82,76,93,8,55
2/2/2023 12:54,81,77,94,7,54
2/2/2023 13:09,82,76,93,8,53
2/2/2023 13:24,83,77,94,7,52
2/2/2023 13:39,84,76,93,6,53
2/2/2023 13:54,85,75,92,5,54
2/2/2023 14:09,86,76,93,4,55
2/2/2023 14:24,87,77,92,3,56
2/2/2023 14:39,86,78,91,4,55
2/2/2023 14:54,85,77,92,3,56
2/2/2023 15:09,84,78,93,4,57
2/2/2023 15:24,83,77,92,5,56
2/2/2023 15:39,82,78,93,6,57
2/2/2023 15:54,83,77,94,7,56
2/2/2023 16:09,84,76,95,8,57
2/2/2023 16:24,83,77,96,7,58
2/2/2023 16:39,84,76,97,6,57
2/2/2023 16:54,83,75,98,7,58
2/2/2023 17:09,82,74,97,6,57
2/2/2023 17:24,83,75,98,5,56
2/2/2023 17:39,84,74,99,6,55
2/2/2023 17:54,83,75,100,7,54
2/2/2023 18:09,82,76,99,6,53
2/2/2023 18:24,81,77,100,7,54
2/2/2023 18:39,82,78,99,6,55
2/2/2023 18:54,81,77,98,5,54
2/2/2023 19:09,82,76,99,4,53
2/2/2023 19:24,81,75,100,5,54
2/2/2023 19:39,80,76,100,6,55
2/2/2023 19:54,81,77,100,5,54
2/2/2023 20:09,82,78,100,4,53
2/2/2023 20:24,83,77,99,3,52
2/2/2023 20:39,82,76,98,2,51
2/2/2023 20:54,81,75,97,3,50
2/2/2023 21:09,82,76,98,4,51
2/2/2023 21:24,81,77,97,3,52
2/2/2023 21:39,80,78,98,4,51
2/2/2023 21:54,81,77,97,5,50
2/2/2023 22:09,82,78,96,4,49
2/2/2023 22:24,81,77,95,5,48
2/2/2023 22:39,80,76,94,6,47
2/2/2023 22:54,81,75,93,5,48
2/2/2023 23:09,80,74,92,6,49
2/2/2023 23:24,79,75,91,7,50
2/2/2023 23:39,78,74,92,6,51
2/2/2023 23:54,77,73,91,7,52
2/3/2023 0:09,78,74,90,8,51
2/3/2023 0:24,79,75,89,7,52
2/3/2023 0:39,78,76,90,8,51
2/3/2023 0:54,77,75,91,7,50
2/3/2023 1:09,76,74,92,6,51
2/3/2023 1:24,75,73,93,7,50
2/3/2023 1:39,74,72,92,8,51
2/3/2023 1:54,73,71,91,7,52
2/3/2023 2:09,72,70,92,6,53
2/3/2023 2:24,71,70,93,5,54
2/3/2023 2:39,70,71,92,4,53
2/3/2023 2:54,71,70,93,5,52
2/3/2023 3:09,72,70,94,6,51
2/3/2023 3:24,71,71,95,7,50
2/3/2023 3:39,70,70,94,8,49
2/3/2023 3:54,71,70,95,9,48
2/3/2023 4:09,70,70,94,10,47
2/3/2023 4:24,71,71,93,11,46
2/3/2023 4:39,72,70,94,10,47
2/3/2023 4:54,71,71,93,11,48
2/3/2023 5:09,70,70,92,12,49
2/3/2023 5:24,71,70,91,13,48
2/3/2023 5:39,70,71,92,12,47
2/3/2023 5:54,69,72,93,11,48
2/3/2023 6:09,68,73,94,12,47
2/3/2023 6:24,67,72,95,11,46
2/3/2023 6:39,68,73,94,12,45
2/3/2023 6:54,69,72,95,13,46
2/3/2023 7:09,70,71,96,12,47
2/3/2023 7:24,71,72,95,13,46
2/3/2023 7:39,70,73,94,14,45
2/3/2023 7:54,69,74,93,15,44
2/3/2023 8:09,70,73,92,14,43
2/3/2023 8:24,69,72,91,13,42
2/3/2023 8:39,70,73,90,12,41
2/3/2023 8:54,71,74,91,13,42
2/3/2023 9:09,70,73,90,12,43
2/3/2023 9:24,71,74,91,11,44
2/3/2023 9:39,70,73,92,12,43
2/3/2023 9:54,71,74,93,13,42
2/3/2023 10:09,72,75,94,12,41
2/3/2023 10:24,73,74,93,13,42
2/3/2023 10:39,74,75,94,14,43
2/3/2023 10:54,73,76,93,13,44
2/3/2023 11:09,72,77,92,14,43
2/3/2023 11:24,73,76,93,15,42
2/3/2023 11:39,72,75,94,16,41
2/3/2023 11:54,71,76,93,15,40
2/3/2023 12:09,72,75,92,14,39
2/3/2023 12:24,71,76,91,13,40
2/3/2023 12:39,72,77,92,12,39
2/3/2023 12:54,73,76,93,11,38
2/3/2023 13:09,72,77,94,12,37
2/3/2023 13:24,73,76,93,11,38
2/3/2023 13:39,74,77,92,10,39
2/3/2023 13:54,73,78,91,11,38
2/3/2023 14:09,74,79,90,10,37
2/3/2023 14:24,75,80,91,11,38
2/3/2023 14:39,74,79,90,10,39
2/3/2023 14:54,75,78,89,9,38
2/3/2023 15:09,74,77,90,10,39
2/3/2023 15:24,73,76,89,11,40
2/3/2023 15:39,72,75,88,12,41
2/3/2023 15:54,71,76,89,11,40
2/3/2023 16:09,72,77,90,10,39
2/3/2023 16:24,73,76,91,11,38
2/3/2023 16:39,72,75,90,10,39
2/3/2023 16:54,71,76,89,11,40
2/3/2023 17:09,72,75,90,10,41
2/3/2023 17:24,73,76,91,9,40
2/3/2023 17:39,74,75,90,8,41
2/3/2023 17:54,75,74,89,9,40
2/3/2023 18:09,74,73,90,10,41
2/3/2023 18:24,75,74,91,9,42
2/3/2023 18:39,74,73,90,8,43
2/3/2023 18:54,75,72,89,7,44
2/3/2023 19:09,76,73,90,8,43
2/3/2023 19:24,75,72,91,9,42
2/3/2023 19:39,76,73,92,10,43
2/3/2023 19:54,77,74,93,9,42
2/3/2023 20:09,78,75,92,10,43
2/3/2023 20:24,77,76,93,9,44
2/3/2023 20:39,78,75,94,10,45
2/3/2023 20:54,79,74,93,11,44
2/3/2023 21:09,78,75,92,12,43
2/3/2023 21:24,77,74,93,11,44
2/3/2023 21:39,76,73,92,12,43
2/3/2023 21:54,77,74,91,13,42
2/3/2023 22:09,76,75,92,12,43
2/3/2023 22:24,77,74,91,11,42
2/3/2023 22:39,76,75,92,10,41
2/3/2023 22:54,75,76,93,11,42
2/3/2023 23:09,74,75,92,10,43
2/3/2023 23:24,75,74,91,11,44
2/3/2023 23:39,74,73,92,10,43
2/3/2023 23:54,73,74,91,9,44
2/4/2023 0:09,74,73,90,10,45
2/4/2023 0:24,75,74,91,11,44
2/4/2023 0:39,76,73,90,12,45
2/4/2023 0:54,75,74,89,13,44
2/4/2023 1:09,74,73,88,14,43
2/4/2023 1:24,73,72,87,13,44
2/4/2023 1:39,74,73,88,14,43
2/4/2023 1:54,75,72,89,13,42
2/4/2023 2:09,74,71,88,14,41
2/4/2023 2:24,75,70,89,13,40
2/4/2023 2:39,74,70,88,14,39
2/4/2023 2:54,75,70,87,15,40
2/4/2023 3:09,74,71,88,16,39
2/4/2023 3:24,73,72,89,17,38
2/4/2023 3:39,74,71,88,18,37
2/4/2023 3:54,75,70,89,17,38
2/4/2023 4:09,76,71,88,16,39
2/4/2023 4:24,77,70,87,15,40
2/4/2023 4:39,78,71,88,16,39
2/4/2023 4:54,79,72,87,15,40
2/4/2023 5:09,78,73,88,14,41
2/4/2023 5:24,79,72,89,13,42
2/4/2023 5:39,78,73,88,12,43
2/4/2023 5:54,77,74,89,13,44
2/4/2023 6:09,78,73,90,12,43
2/4/2023 6:24,79,72,89,11,44
2/4/2023 6:39,80,73,90,12,43
2/4/2023 6:54,81,72,91,11,42
2/4/2023 7:09,82,73,90,10,41
2/4/2023 7:24,83,74,89,9,40
2/4/2023 7:39,84,73,88,8,39
2/4/2023 7:54,85,72,89,9,40
2/4/2023 8:09,84,73,90,8,41
2/4/2023 8:24,83,74,91,7,42
2/4/2023 8:39,82,75,92,6,43
2/4/2023 8:54,83,76,91,7,44
2/4/2023 9:09,82,75,90,8,45
2/4/2023 9:24,83,76,89,7,46
2/4/2023 9:39,82,75,90,6,47
2/4/2023 9:54,83,76,91,5,46
2/4/2023 10:09,82,75,92,4,45
2/4/2023 10:24,81,74,91,5,44
2/4/2023 10:39,82,75,90,4,45
2/4/2023 10:54,81,76,91,3,44
2/4/2023 11:09,82,75,92,4,45
2/4/2023 11:24,81,76,93,3,44
2/4/2023 11:39,80,75,92,4,43
2/4/2023 11:54,81,74,93,5,42
2/4/2023 12:09,80,73,92,4,41
2/4/2023 12:24,81,72,91,5,40
2/4/2023 12:39,82,71,92,6,41
2/4/2023 12:54,81,70,91,7,40
2/4/2023 13:09,82,71,90,8,41
2/4/2023 13:24,81,70,89,9,42
2/4/2023 13:39,80,70,90,10,41
2/4/2023 13:54,81,70,89,9,42
2/4/2023 14:09,82,71,90,8,41
2/4/2023 14:24,81,70,89,9,40
2/4/2023 14:39,82,70,90,8,41
2/4/2023 14:54,83,70,91,9,40
2/4/2023 15:09,84,70,90,10,41
2/4/2023 15:24,83,70,89,11,40
2/4/2023 15:39,82,70,90,10,39
2/4/2023 15:54,83,71,91,9,40
2/4/2023 16:09,82,70,92,8,39
2/4/2023 16:24,83,71,93,9,40
2/4/2023 16:39,84,72,92,8,39
2/4/2023 16:54,83,71,93,7,38
2/4/2023 17:09,84,72,92,6,39
2/4/2023 17:24,83,73,91,5,38
2/4/2023 17:39,82,74,90,6,37
2/4/2023 17:54,81,75,89,5,38
2/4/2023 18:09,82,74,88,4,37
2/4/2023 18:24,83,75,87,5,36
2/4/2023 18:39,84,76,88,6,35
2/4/2023 18:54,83,75,89,5,36
2/4/2023 19:09,84,76,88,4,35
2/4/2023 19:24,85,75,89,5,34
2/4/2023 19:39,84,76,88,6,35
2/4/2023 19:54,85,75,87,5,36
2/4/2023 20:09,86,74,86,6,35
2/4/2023 20:24,87,75,85,7,36
2/4/2023 20:39,88,74,84,6,35
2/4/2023 20:54,87,75,83,7,34
2/4/2023 21:09,88,74,82,8,33
2/4/2023 21:24,89,75,83,9,32
2/4/2023 21:39,90,74,84,8,31
2/4/2023 21:54,89,75,83,9,32
2/4/2023 22:09,88,74,82,10,33
2/4/2023 22:24,87,73,83,11,32
2/4/2023 22:39,86,72,82,10,31
2/4/2023 22:54,85,71,81,11,32
2/4/2023 23:09,84,70,82,12,33
2/4/2023 23:24,85,71,83,13,34
2/4/2023 23:39,86,72,82,12,33
2/4/2023 23:54,87,73,81,13,32
2/5/2023 0:09,86,72,82,14,31
2/5/2023 0:24,87,73,81,15,32
2/5/2023 0:39,88,74,80,14,31
2/5/2023 0:54,89,73,79,13,32
2/5/2023 1:09,90,74,80,12,33
2/5/2023 1:24,89,75,79,13,34
2/5/2023 1:39,90,74,78,12,33
2/5/2023 1:54,89,75,79,11,32
2/5/2023 2:09,90,76,80,10,31
2/5/2023 2:24,89,75,81,9,32
2/5/2023 2:39,90,76,82,8,33
2/5/2023 2:54,90,77,83,7,32
2/5/2023 3:09,89,76,84,6,33
2/5/2023 3:24,90,75,83,7,32
2/5/2023 3:39,90,76,82,8,33
2/5/2023 3:54,90,75,81,7,34
2/5/2023 4:09,90,76,82,8,35
2/5/2023 4:24,90,75,83,9,34
2/5/2023 4:39,89,76,82,8,35
2/5/2023 4:54,90,75,81,9,36
2/5/2023 5:09,90,74,82,8,37
2/5/2023 5:24,90,75,83,7,36
2/5/2023 5:39,90,76,84,8,35
2/5/2023 5:54,90,75,83,7,36
2/5/2023 6:09,89,74,84,8,37
2/5/2023 6:24,88,73,85,9,38
2/5/2023 6:39,89,74,84,10,39
2/5/2023 6:54,90,75,83,9,40
2/5/2023 7:09,90,74,82,10,41
2/5/2023 7:24,90,75,83,11,40
2/5/2023 7:39,90,76,84,12,41
2/5/2023 7:54,90,75,85,13,40
2/5/2023 8:09,90,76,84,12,39
2/5/2023 8:24,90,77,83,11,40
2/5/2023 8:39,89,78,84,12,39
2/5/2023 8:54,88,79,85,13,38
2/5/2023 9:09,89,78,86,12,37
2/5/2023 9:24,90,77,85,13,36
2/5/2023 9:39,90,76,84,14,35
2/5/2023 9:54,90,77,85,13,36
2/5/2023 10:09,90,78,84,12,35
2/5/2023 10:24,89,79,83,13,34
2/5/2023 10:39,88,80,84,14,33
2/5/2023 10:54,87,79,85,15,34
2/5/2023 11:09,88,78,86,16,35
2/5/2023 11:24,87,79,87,17,36
2/5/2023 11:39,86,80,88,18,35
2/5/2023 11:54,85,79,89,17,36
2/5/2023 12:09,84,78,90,16,37
2/5/2023 12:24,83,79,89,15,36
2/5/2023 12:39,82,80,88,16,35
2/5/2023 12:54,83,79,89,15,36
2/5/2023 13:09,82,78,88,16,35
2/5/2023 13:24,81,79,89,17,36
2/5/2023 13:39,82,80,88,18,37
2/5/2023 13:54,81,80,87,19,36
2/5/2023 14:09,80,79,88,20,35
2/5/2023 14:24,79,78,89,21,34
2/5/2023 14:39,78,77,90,22,33
2/5/2023 14:54,79,76,89,21,34
2/5/2023 15:09,80,77,90,22,35
2/5/2023 15:24,81,78,89,21,34
2/5/2023 15:39,82,77,90,22,33
2/5/2023 15:54,83,76,91,23,34
2/5/2023 16:09,84,77,92,22,33
2/5/2023 16:24,83,76,93,21,32
2/5/2023 16:39,82,77,92,20,31
2/5/2023 16:54,81,78,93,19,32
2/5/2023 17:09,82,79,92,18,33
2/5/2023 17:24,81,80,91,19,32
2/5/2023 17:39,80,80,90,18,31
2/5/2023 17:54,79,79,91,17,32
2/5/2023 18:09,80,80,92,18,31
2/5/2023 18:24,81,80,93,17,32
2/5/2023 18:39,80,80,94,18,31
2/5/2023 18:54,79,79,95,19,32
2/5/2023 19:09,80,80,94,18,31
2/5/2023 19:24,79,79,95,17,32
2/5/2023 19:39,78,80,96,16,33
2/5/2023 19:54,77,79,95,15,34
2/5/2023 20:09,78,78,96,16,33
2/5/2023 20:24,79,77,97,15,34
2/5/2023 20:39,78,76,98,14,35
2/5/2023 20:54,79,75,99,15,34
2/5/2023 21:09,78,76,98,14,33
2/5/2023 21:24,79,77,97,15,34
2/5/2023 21:39,80,76,96,16,33
2/5/2023 21:54,81,77,95,15,32
2/5/2023 22:09,82,76,94,14,31
2/5/2023 22:24,83,75,93,13,30
2/5/2023 22:39,82,76,92,12,29
2/5/2023 22:54,81,75,93,11,30
2/5/2023 23:09,82,76,92,12,29
2/5/2023 23:24,81,75,93,11,28
2/5/2023 23:39,80,76,94,12,27
2/5/2023 23:54,81,75,93,13,28
2/6/2023 0:09,82,76,92,12,29
2/6/2023 0:24,81,77,91,13,30
2/6/2023 0:39,82,76,90,14,31
2/6/2023 0:54,81,75,91,15,30
2/6/2023 1:09,82,74,90,16,29
2/6/2023 1:24,81,75,89,17,28
2/6/2023 1:39,82,76,90,16,29
2/6/2023 1:54,83,77,91,17,30
2/6/2023 2:09,82,76,92,18,31
2/6/2023 2:24,83,75,93,19,30
2/6/2023 2:39,84,76,94,20,29
2/6/2023 2:54,85,77,93,21,28
2/6/2023 3:09,84,76,94,20,27
2/6/2023 3:24,83,77,93,21,28
2/6/2023 3:39,84,76,92,20,29
2/6/2023 3:54,85,77,91,21,30
