Date,oat,rat,mat,vav_total_flow,supply_vfd_speed
1/26/2023 11:17,38,72,31,12118,0
1/26/2023 11:32,37,71,32,12117,0
1/26/2023 11:47,38,70,33,12116,0
1/26/2023 12:02,39,71,32,12117,0
1/26/2023 12:17,38,70,31,12116,0
1/26/2023 12:32,37,71,32,12117,0
1/26/2023 12:47,38,72,31,12116,0
1/26/2023 13:02,39,73,32,12117,0
1/26/2023 13:17,40,74,31,12116,0
1/26/2023 13:32,41,75,32,12115,0
1/26/2023 13:47,42,76,31,12114,0
1/26/2023 14:02,41,77,32,12115,0
1/26/2023 14:17,42,78,31,12114,0
1/26/2023 14:32,43,77,32,12115,0
1/26/2023 14:47,42,76,33,12114,0
1/26/2023 15:02,41,75,32,12113,0
1/26/2023 15:17,42,76,31,12112,0
1/26/2023 15:32,43,75,32,12111,0
1/26/2023 15:47,42,74,33,12110,0
1/26/2023 16:02,43,75,32,12109,0
1/26/2023 16:17,44,76,33,12108,0
1/26/2023 16:32,43,75,32,12107,0
1/26/2023 16:47,42,74,33,12106,0
1/26/2023 17:02,43,75,32,12107,0
1/26/2023 17:17,42,74,33,12106,0
1/26/2023 17:32,41,75,32,12107,0
1/26/2023 17:47,40,76,33,12108,0
1/26/2023 18:02,39,77,34,12107,0
1/26/2023 18:17,38,78,35,12108,0
1/26/2023 18:32,39,79,36,12109,0
1/26/2023 18:47,40,80,35,12110,0
1/26/2023 19:02,41,79,34,12109,0
1/26/2023 19:17,42,80,35,12108,0
1/26/2023 19:32,43,79,36,12107,0
1/26/2023 19:47,44,80,35,12108,0
1/26/2023 20:02,45,80,36,12109,0
1/26/2023 20:17,46,80,37,12108,0
1/26/2023 20:32,45,80,38,12107,0
1/26/2023 20:47,46,80,39,12108,0
1/26/2023 21:02,47,79,40,12107,0
1/26/2023 21:17,48,78,41,12108,0
1/26/2023 21:32,47,79,42,12109,0
1/26/2023 21:47,46,78,41,12108,0
1/26/2023 22:02,47,77,42,12107,0
1/26/2023 22:17,46,78,43,12108,0
1/26/2023 22:32,45,79,42,12109,0
1/26/2023 22:47,46,78,41,12108,0
1/26/2023 23:02,45,79,42,12107,0
1/26/2023 23:17,44,78,41,12108,0
1/26/2023 23:32,43,79,42,12107,0
1/26/2023 23:47,42,78,41,12106,0
1/27/2023 0:02,43,77,42,12107,0
1/27/2023 0:17,42,76,43,12108,0
1/27/2023 0:32,43,75,42,12107,0
1/27/2023 0:47,44,74,43,12108,0
1/27/2023 1:02,43,73,42,12107,0
1/27/2023 1:17,42,72,41,12106,0
1/27/2023 1:32,43,71,40,12107,0
1/27/2023 1:47,42,72,39,12108,0
1/27/2023 2:02,41,73,40,12107,0
1/27/2023 2:17,42,72,41,12108,0
1/27/2023 2:32,41,73,42,12107,0
1/27/2023 2:47,42,74,43,12108,0
1/27/2023 3:02,41,75,44,12107,0
1/27/2023 3:17,42,74,43,12106,0
1/27/2023 3:32,43,73,42,12105,0
1/27/2023 3:47,44,72,41,12104,0
1/27/2023 4:02,43,71,42,12103,0
1/27/2023 4:17,44,72,41,12102,0
1/27/2023 4:32,45,71,42,12101,0
1/27/2023 4:47,46,70,43,12100,0
1/27/2023 5:02,45,71,44,12099,0
1/27/2023 5:17,44,70,45,12100,0
1/27/2023 5:32,45,69,44,12099,0
1/27/2023 5:47,44,68,43,12098,0
1/27/2023 6:02,43,69,44,12099,0
1/27/2023 6:17,44,68,45,12100,0
1/27/2023 6:32,43,69,46,12101,0
1/27/2023 6:47,44,68,45,12100,0
1/27/2023 7:02,43,67,46,12099,0
1/27/2023 7:17,44,66,45,12100,0
1/27/2023 7:32,45,65,46,12099,0
1/27/2023 7:47,46,66,45,12100,0
1/27/2023 8:02,47,67,46,12099,0
1/27/2023 8:17,46,66,47,12100,0
1/27/2023 8:32,47,65,46,12101,0
1/27/2023 8:47,48,66,47,12102,0
1/27/2023 9:02,49,67,48,12103,0
1/27/2023 9:17,48,68,49,12104,0
1/27/2023 9:32,47,69,50,12103,0
1/27/2023 9:47,48,68,51,12104,0
1/27/2023 10:02,47,67,50,12103,0
1/27/2023 10:17,48,68,51,12104,0
1/27/2023 10:32,49,67,52,12105,0
1/27/2023 10:47,50,66,51,12106,0
1/27/2023 11:02,49,65,50,12105,0
1/27/2023 11:17,50,64,51,12104,0
1/27/2023 11:32,51,65,52,12103,0
1/27/2023 11:47,52,66,51,12104,0
1/27/2023 12:02,53,67,52,12103,0
1/27/2023 12:17,54,68,51,12104,0
1/27/2023 12:32,55,69,52,12103,0
1/27/2023 12:47,56,68,53,12102,0
1/27/2023 13:02,55,67,52,12103,0
1/27/2023 13:17,56,66,51,12102,0
1/27/2023 13:32,55,67,52,12101,0
1/27/2023 13:47,56,68,51,12100,0
1/27/2023 14:02,57,69,50,12101,0
1/27/2023 14:17,56,70,49,12102,0
1/27/2023 14:32,57,71,48,12103,0
1/27/2023 14:47,56,72,47,12104,0
1/27/2023 15:02,57,73,48,12103,0
1/27/2023 15:17,56,72,47,12104,0
1/27/2023 15:32,55,71,48,12103,0
1/27/2023 15:47,54,70,47,12102,0
1/27/2023 16:02,55,71,46,12103,0
1/27/2023 16:17,54,70,47,12104,0
1/27/2023 16:32,55,69,48,12105,0
1/27/2023 16:47,54,70,49,12106,0
1/27/2023 17:02,55,71,48,12105,0
1/27/2023 17:17,54,70,49,12106,0
1/27/2023 17:32,55,71,48,12105,0
1/27/2023 17:47,54,72,47,12106,0
1/27/2023 18:02,53,73,48,12105,0
1/27/2023 18:17,52,74,49,12104,0
1/27/2023 18:32,53,73,50,12103,0
1/27/2023 18:47,52,72,51,12104,0
1/27/2023 19:02,51,73,50,12105,0
1/27/2023 19:17,52,74,49,12104,0
1/27/2023 19:32,53,73,48,12105,0
1/27/2023 19:47,52,74,47,12106,0
1/27/2023 20:02,51,75,46,12107,0
1/27/2023 20:17,50,74,45,12108,0
1/27/2023 20:32,51,75,44,12107,0
1/27/2023 20:47,52,76,45,12106,0
1/27/2023 21:02,51,77,46,12107,0
1/27/2023 21:17,52,78,45,12108,0
1/27/2023 21:32,53,79,44,12107,0
1/27/2023 21:47,52,78,43,12108,0
1/27/2023 22:02,53,79,42,12109,0
1/27/2023 22:17,54,80,43,12110,0
1/27/2023 22:32,55,80,44,12109,0
1/27/2023 22:47,56,79,43,12110,0
1/27/2023 23:02,55,78,44,12109,0
1/27/2023 23:17,56,77,45,12108,0
1/27/2023 23:32,55,76,44,12109,0
1/27/2023 23:47,56,75,45,12110,0
1/28/2023 0:02,57,76,44,12111,0
1/28/2023 0:17,58,77,45,12110,0
1/28/2023 0:32,57,78,46,12109,0
1/28/2023 0:47,58,77,47,12110,0
1/28/2023 1:02,57,78,48,12109,0
1/28/2023 1:17,56,79,49,12110,0
1/28/2023 1:32,55,78,48,12109,0
1/28/2023 1:47,56,77,47,12108,0
1/28/2023 2:02,55,76,48,12109,0
1/28/2023 2:17,56,77,49,12110,0
1/28/2023 2:32,55,76,48,12109,0
1/28/2023 2:47,56,75,47,12108,0
1/28/2023 3:02,57,74,48,12107,0
1/28/2023 3:17,56,75,47,12106,0
1/28/2023 3:32,57,76,48,12107,0
1/28/2023 3:47,58,75,49,12108,0
1/28/2023 4:02,57,74,48,12107,0
1/28/2023 4:17,56,73,47,12106,0
1/28/2023 4:32,55,72,46,12105,0
1/28/2023 4:47,56,71,47,12106,0
1/28/2023 5:02,57,70,48,12107,0
1/28/2023 5:17,58,69,49,12106,0
1/28/2023 5:32,59,68,48,12105,0
1/28/2023 5:47,60,67,47,12104,0
1/28/2023 6:02,61,68,48,12105,0
1/28/2023 6:17,62,67,47,12106,0
1/28/2023 6:32,61,66,48,12107,0
1/28/2023 6:47,60,67,49,12106,0
1/28/2023 7:02,61,66,50,12107,0
1/28/2023 7:17,62,67,51,12108,0
1/28/2023 7:32,61,66,52,12109,0
1/28/2023 7:47,62,67,53,12108,0
1/28/2023 8:02,63,68,52,12109,0
1/28/2023 8:17,62,69,51,12110,0
1/28/2023 8:32,61,70,50,12109,0
1/28/2023 8:47,62,71,49,12108,0
1/28/2023 9:02,63,72,48,12109,0
1/28/2023 9:17,62,73,47,12108,0
1/28/2023 9:32,61,72,46,12109,0
1/28/2023 9:47,60,71,47,12108,0
1/28/2023 10:02,61,72,46,12109,0
1/28/2023 10:17,62,73,45,12110,0
1/28/2023 10:32,63,74,46,12109,0
1/28/2023 10:47,64,73,45,12110,0
1/28/2023 11:02,65,72,46,12111,0
1/28/2023 11:17,64,71,45,12112,0
1/28/2023 11:32,65,70,46,12113,0
1/28/2023 11:47,66,71,45,12112,0
1/28/2023 12:02,65,70,46,12113,0
1/28/2023 12:17,66,69,45,12112,0
1/28/2023 12:32,67,70,44,12113,0
1/28/2023 12:47,66,71,45,12114,0
1/28/2023 13:02,67,72,44,12113,0
1/28/2023 13:17,68,71,43,12112,0
1/28/2023 13:32,67,70,42,12113,0
1/28/2023 13:47,68,71,43,12112,0
1/28/2023 14:02,67,72,44,12113,0
1/28/2023 14:17,66,71,45,12114,0
1/28/2023 14:32,67,72,46,12115,0
1/28/2023 14:47,66,71,45,12114,0
1/28/2023 15:02,67,72,44,12113,0
1/28/2023 15:17,68,71,45,12114,0
1/28/2023 15:32,67,72,44,12113,0
1/28/2023 15:47,68,71,43,12114,0
1/28/2023 16:02,69,70,42,12115,0
1/28/2023 16:17,70,69,43,12116,0
1/28/2023 16:32,71,70,42,12117,0
1/28/2023 16:47,72,69,43,12118,0
1/28/2023 17:02,71,70,44,12117,0
1/28/2023 17:17,72,69,43,12118,0
1/28/2023 17:32,73,68,44,12119,0
1/28/2023 17:47,72,69,43,12120,0
1/28/2023 18:02,73,70,42,12119,0
1/28/2023 18:17,74,71,41,12118,0
1/28/2023 18:32,75,70,40,12117,0
1/28/2023 18:47,74,71,39,12116,0
1/28/2023 19:02,73,72,38,12115,0
1/28/2023 19:17,74,71,39,12116,0
1/28/2023 19:32,75,70,40,12117,0
1/28/2023 19:47,76,69,39,12116,0
1/28/2023 20:02,77,68,40,12117,0
1/28/2023 20:17,78,67,41,12116,0
1/28/2023 20:32,79,66,42,12117,0
1/28/2023 20:47,78,65,43,12116,0
1/28/2023 21:02,77,66,44,12115,0
1/28/2023 21:17,76,65,45,12114,0
1/28/2023 21:32,77,64,46,12115,0
1/28/2023 21:47,76,65,45,12116,0
1/28/2023 22:02,75,66,44,12117,0
1/28/2023 22:17,76,67,45,12116,0
1/28/2023 22:32,77,68,46,12117,0
1/28/2023 22:47,78,69,45,12116,0
1/28/2023 23:02,79,68,46,12117,0
1/28/2023 23:17,78,67,45,12118,0
1/28/2023 23:32,79,66,46,12117,0
1/28/2023 23:47,78,65,47,12118,0
1/29/2023 0:02,79,64,48,12119,0
1/29/2023 0:17,80,63,47,12118,0
1/29/2023 0:32,81,64,48,12119,0
1/29/2023 0:47,82,65,47,12120,0
1/29/2023 1:02,81,64,48,12119,0
1/29/2023 1:17,82,63,47,12120,0
1/29/2023 1:32,81,64,48,12121,0
1/29/2023 1:47,82,63,49,12122,0
1/29/2023 2:02,83,64,48,12123,0
1/29/2023 2:17,84,63,47,12122,0
1/29/2023 2:32,83,62,46,12123,0
1/29/2023 2:47,84,63,47,12124,0
1/29/2023 3:02,83,64,46,12125,0
1/29/2023 3:17,84,65,47,12126,0
1/29/2023 3:32,85,64,46,12127,0
1/29/2023 3:47,86,65,47,12128,0
1/29/2023 4:02,87,66,46,12127,0
1/29/2023 4:17,86,67,45,12126,0
1/29/2023 4:32,85,68,44,12125,0
1/29/2023 4:47,86,67,45,12126,0
1/29/2023 5:02,87,66,44,12127,0
1/29/2023 5:17,86,67,43,12126,0
1/29/2023 5:32,85,68,42,12127,0
1/29/2023 5:47,84,69,43,12128,0
1/29/2023 6:02,83,70,44,12127,0
1/29/2023 6:17,82,69,43,12126,0
1/29/2023 6:32,83,68,44,12127,0
1/29/2023 6:47,84,67,43,12128,0
1/29/2023 7:02,83,66,44,12129,0
1/29/2023 7:17,82,65,45,12128,0
1/29/2023 7:32,81,64,46,12127,0
1/29/2023 7:47,82,63,47,12126,0
1/29/2023 8:02,83,62,48,12127,0
1/29/2023 8:17,82,63,49,12128,0
1/29/2023 8:32,81,62,50,12127,0
1/29/2023 8:47,80,63,51,12126,0
1/29/2023 9:02,81,62,50,12125,0
1/29/2023 9:17,82,61,51,12124,0
1/29/2023 9:32,81,62,50,12125,0
1/29/2023 9:47,80,61,49,12126,0
1/29/2023 10:02,81,60,50,12127,0
1/29/2023 10:17,82,60,51,12126,0
1/29/2023 10:32,81,61,52,12125,0
1/29/2023 10:47,82,60,51,12126,0
1/29/2023 11:02,81,60,50,12125,0
1/29/2023 11:17,82,60,49,12126,0
1/29/2023 11:32,83,61,50,12127,0
1/29/2023 11:47,82,60,49,12126,0
1/29/2023 12:02,81,61,50,12125,0
1/29/2023 12:17,82,60,49,12124,0
1/29/2023 12:32,83,60,48,12123,0
1/29/2023 12:47,82,60,49,12124,0
1/29/2023 13:02,81,61,48,12123,0
1/29/2023 13:17,80,60,49,12124,0
1/29/2023 13:32,79,60,48,12125,0
1/29/2023 13:47,80,60,47,12124,0
1/29/2023 14:02,81,61,48,12125,0
1/29/2023 14:17,82,60,47,12124,0
1/29/2023 14:32,81,60,48,12123,0
1/29/2023 14:47,82,60,47,12124,0
1/29/2023 15:02,81,60,46,12123,0
1/29/2023 15:17,82,61,45,12122,0
1/29/2023 15:32,83,60,46,12121,0
1/29/2023 15:47,82,61,45,12122,0
1/29/2023 16:02,83,60,44,12121,0
1/29/2023 16:17,82,60,43,12122,0
1/29/2023 16:32,83,61,44,12123,0
1/29/2023 16:47,82,60,43,12122,0
1/29/2023 17:02,83,61,42,12123,0
1/29/2023 17:17,82,62,43,12124,0
1/29/2023 17:32,83,61,42,12123,0
1/29/2023 17:47,82,62,43,12122,0
1/29/2023 18:02,83,61,44,12123,0
1/29/2023 18:17,82,60,43,12124,0
1/29/2023 18:32,81,61,42,12123,0
1/29/2023 18:47,80,60,43,12122,0
1/29/2023 19:02,81,60,42,12121,0
1/29/2023 19:17,80,61,41,12120,0
1/29/2023 19:32,79,60,40,12119,0
1/29/2023 19:47,80,60,39,12120,0
1/29/2023 20:02,81,60,40,12121,0
1/29/2023 20:17,82,61,39,12120,0
1/29/2023 20:32,83,60,40,12119,0
1/29/2023 20:47,84,60,41,12118,55
1/29/2023 21:02,83,60,40,12119,54
1/29/2023 21:17,82,60,41,12118,53
1/29/2023 21:32,81,60,40,12119,54
1/29/2023 21:47,80,61,39,12118,55
1/29/2023 22:02,81,62,40,12119,54
1/29/2023 22:17,80,61,41,12118,55
1/29/2023 22:32,79,62,42,12119,56
1/29/2023 22:47,80,61,41,12120,57
1/29/2023 23:02,79,60,40,12119,56
1/29/2023 23:17,78,60,39,12118,55
1/29/2023 23:32,77,60,38,12119,54
1/29/2023 23:47,76,60,37,12120,53
1/30/2023 0:02,77,61,36,12121,54
1/30/2023 0:17,78,60,35,12120,53
1/30/2023 0:32,77,60,34,12121,54
1/30/2023 0:47,76,60,35,12120,53
1/30/2023 1:02,77,60,36,12119,52
1/30/2023 1:17,76,61,35,12118,53
1/30/2023 1:32,77,62,36,12117,54
1/30/2023 1:47,78,61,35,12116,55
1/30/2023 2:02,79,60,36,12117,54
1/30/2023 2:17,78,60,37,12118,53
1/30/2023 2:32,77,61,36,12117,52
1/30/2023 2:47,76,60,35,12118,53
1/30/2023 3:02,77,61,36,12119,52
1/30/2023 3:17,76,60,35,12118,51
1/30/2023 3:32,77,61,34,12119,52
1/30/2023 3:47,76,60,33,12118,53
1/30/2023 4:02,77,61,34,12117,54
1/30/2023 4:17,78,62,35,12118,53
1/30/2023 4:32,79,61,34,12119,52
1/30/2023 4:47,80,62,35,12118,51
1/30/2023 5:02,81,61,36,12117,52
1/30/2023 5:17,80,60,37,12118,51
1/30/2023 5:32,81,60,36,12119,52
1/30/2023 5:47,80,61,37,12120,51
1/30/2023 6:02,79,62,36,12121,52
1/30/2023 6:17,78,63,37,12122,51
1/30/2023 6:32,77,62,38,12121,52
1/30/2023 6:47,76,63,37,12122,53
1/30/2023 7:02,77,62,38,12123,54
1/30/2023 7:17,78,63,37,12122,53
1/30/2023 7:32,77,62,36,12123,52
1/30/2023 7:47,76,63,37,12124,51
1/30/2023 8:02,77,62,36,12125,50
1/30/2023 8:17,78,63,37,12126,49
1/30/2023 8:32,77,62,36,12125,50
1/30/2023 8:47,78,61,35,12126,51
1/30/2023 9:02,79,62,34,12125,52
1/30/2023 9:17,80,61,35,12124,53
1/30/2023 9:32,81,62,34,12125,54
1/30/2023 9:47,82,61,33,12124,55
1/30/2023 10:02,81,60,34,12123,56
1/30/2023 10:17,80,60,33,12124,57
1/30/2023 10:32,79,60,34,12125,58
1/30/2023 10:47,80,61,33,12126,57
1/30/2023 11:02,81,60,32,12125,56
1/30/2023 11:17,80,61,31,12126,55
1/30/2023 11:32,81,60,32,12125,56
1/30/2023 11:47,80,61,31,12126,55
1/30/2023 12:02,79,62,30,12125,56
1/30/2023 12:17,78,61,30,12124,55
1/30/2023 12:32,79,62,30,12123,54
1/30/2023 12:47,78,61,30,12122,53
1/30/2023 13:02,79,62,31,12121,54
1/30/2023 13:17,78,63,32,12122,53
1/30/2023 13:32,79,64,33,12121,54
1/30/2023 13:47,80,63,34,12120,55
1/30/2023 14:02,81,64,33,12119,56
1/30/2023 14:17,80,63,32,12118,55
1/30/2023 14:32,79,64,33,12119,56
1/30/2023 14:47,80,63,34,12120,57
1/30/2023 15:02,81,62,35,12121,56
1/30/2023 15:17,82,63,34,12122,55
1/30/2023 15:32,83,64,33,12121,54
1/30/2023 15:47,82,63,34,12122,55
1/30/2023 16:02,83,64,33,12121,54
1/30/2023 16:17,84,63,34,12120,53
1/30/2023 16:32,85,64,33,12121,54
1/30/2023 16:47,86,63,34,12120,55
1/30/2023 17:02,85,62,33,12119,54
1/30/2023 17:17,86,63,32,12120,53
1/30/2023 17:32,87,64,31,12121,52
1/30/2023 17:47,88,65,32,12120,53
1/30/2023 18:02,89,66,33,12121,54
1/30/2023 18:17,88,67,32,12122,55
1/30/2023 18:32,89,66,31,12123,56
1/30/2023 18:47,90,67,32,12124,55
1/30/2023 19:02,90,66,33,12125,56
1/30/2023 19:17,90,65,34,12126,57
1/30/2023 19:32,90,64,33,12125,56
1/30/2023 19:47,90,63,34,12126,57
1/30/2023 20:02,90,64,35,12127,56
1/30/2023 20:17,90,65,36,12128,57
1/30/2023 20:32,89,64,35,12127,58
1/30/2023 20:47,90,63,36,12126,57
1/30/2023 21:02,89,64,35,12127,58
1/30/2023 21:17,90,65,34,12126,57
1/30/2023 21:32,89,66,33,12125,56
1/30/2023 21:47,88,67,32,12124,55
1/30/2023 22:02,87,66,31,12125,54
1/30/2023 22:17,88,65,30,12126,53
1/30/2023 22:32,89,66,31,12127,54
1/30/2023 22:47,90,67,30,12128,55
1/30/2023 23:02,89,68,31,12127,54
1/30/2023 23:17,88,67,30,12128,53
1/30/2023 23:32,89,68,30,12127,54
1/30/2023 23:47,90,67,30,12128,55
1/31/2023 0:02,90,66,31,12129,54
1/31/2023 0:17,90,65,32,12130,53
1/31/2023 0:32,90,66,33,12129,52
1/31/2023 0:47,90,67,32,12130,51
1/31/2023 1:02,90,68,33,12131,50
1/31/2023 1:17,89,69,32,12130,51
1/31/2023 1:32,90,70,31,12131,52
1/31/2023 1:47,89,71,32,12130,51
1/31/2023 2:02,90,72,31,12129,50
1/31/2023 2:17,89,73,30,12128,49
1/31/2023 2:32,90,72,31,12129,48
1/31/2023 2:47,89,71,32,12128,47
1/31/2023 3:02,88,72,31,12129,48
1/31/2023 3:17,87,73,30,12128,49
1/31/2023 3:32,86,72,31,12127,50
1/31/2023 3:47,87,71,32,12126,51
1/31/2023 4:02,88,72,33,12127,52
1/31/2023 4:17,89,73,34,12128,51
1/31/2023 4:32,90,72,33,12127,52
1/31/2023 4:47,90,73,34,12126,51
1/31/2023 5:02,90,72,33,12127,50
1/31/2023 5:17,89,73,34,12126,51
1/31/2023 5:32,88,72,35,12127,50
1/31/2023 5:47,87,71,34,12128,51
1/31/2023 6:02,88,70,33,12129,52
1/31/2023 6:17,87,69,34,12130,53
1/31/2023 6:32,86,70,33,12129,54
1/31/2023 6:47,85,69,32,12130,53
1/31/2023 7:02,84,68,31,12131,52
1/31/2023 7:17,83,67,30,12130,51
1/31/2023 7:32,82,66,30,12129,50
1/31/2023 7:47,83,67,30,12130,49
1/31/2023 8:02,84,68,30,12131,48
1/31/2023 8:17,83,69,31,12132,47
1/31/2023 8:32,82,70,30,12131,46
1/31/2023 8:47,83,69,30,12132,47
1/31/2023 9:02,82,70,31,12133,48
1/31/2023 9:17,81,71,30,12134,49
1/31/2023 9:32,80,72,30,12135,48
1/31/2023 9:47,81,71,30,12136,47
1/31/2023 10:02,82,70,30,12135,48
1/31/2023 10:17,83,71,30,12136,47
1/31/2023 10:32,82,72,31,12137,46
1/31/2023 10:47,83,73,30,12136,45
1/31/2023 11:02,84,72,31,12135,46
1/31/2023 11:17,83,71,32,12134,47
1/31/2023 11:32,84,70,33,12133,46
1/31/2023 11:47,83,69,34,12132,45
1/31/2023 12:02,82,70,33,12131,44
1/31/2023 12:17,81,69,34,12132,43
1/31/2023 12:32,82,68,33,12133,42
1/31/2023 12:47,83,69,32,12132,41
1/31/2023 13:02,82,70,33,12133,42
1/31/2023 13:17,81,71,34,12134,43
1/31/2023 13:32,82,72,35,12133,44
1/31/2023 13:47,83,73,34,12132,43
1/31/2023 14:02,82,72,35,12133,42
1/31/2023 14:17,83,73,36,12134,41
1/31/2023 14:32,84,74,35,12133,42
1/31/2023 14:47,85,73,36,12132,43
1/31/2023 15:02,84,74,35,12131,44
1/31/2023 15:17,85,75,36,12132,43
1/31/2023 15:32,84,74,37,12133,42
1/31/2023 15:47,83,73,36,12132,41
1/31/2023 16:02,82,74,35,12133,40
1/31/2023 16:17,81,75,36,12132,39
1/31/2023 16:32,82,74,35,12133,40
1/31/2023 16:47,81,75,34,12132,39
1/31/2023 17:02,80,74,33,12131,38
1/31/2023 17:17,81,73,34,12130,37
1/31/2023 17:32,80,72,33,12131,38
1/31/2023 17:47,81,71,34,12130,39
1/31/2023 18:02,82,72,33,12131,38
1/31/2023 18:17,81,73,34,12132,37
1/31/2023 18:32,80,74,35,12133,38
1/31/2023 18:47,79,73,36,12134,39
1/31/2023 19:02,80,72,35,12135,38
1/31/2023 19:17,79,73,34,12136,39
1/31/2023 19:32,80,74,33,12137,40
1/31/2023 19:47,81,75,32,12136,41
1/31/2023 20:02,82,76,33,12137,40
1/31/2023 20:17,83,75,34,12138,39
1/31/2023 20:32,84,74,35,12139,38
1/31/2023 20:47,83,75,36,12140,39
1/31/2023 21:02,82,74,37,12139,40
1/31/2023 21:17,83,73,36,12140,41
1/31/2023 21:32,84,74,37,12139,40
1/31/2023 21:47,83,75,36,12140,41
1/31/2023 22:02,84,76,37,12139,40
1/31/2023 22:17,85,75,36,12140,41
1/31/2023 22:32,84,76,37,12141,42
1/31/2023 22:47,83,75,38,12140,43
1/31/2023 23:02,84,76,39,12141,44
1/31/2023 23:17,83,75,40,12142,43
1/31/2023 23:32,84,74,39,12143,42
1/31/2023 23:47,85,75,40,12142,43
2/1/2023 0:02,86,76,41,12143,42
2/1/2023 0:17,87,77,40,12142,43
2/1/2023 0:32,88,76,41,12141,44
2/1/2023 0:47,89,75,40,12142,45
2/1/2023 1:02,88,76,41,12143,44
2/1/2023 1:17,87,77,40,12142,43
2/1/2023 1:32,88,78,41,12143,44
2/1/2023 1:47,87,77,40,12144,43
2/1/2023 2:02,88,76,41,12145,42
2/1/2023 2:17,87,77,40,12144,43
2/1/2023 2:32,88,78,41,12145,42
2/1/2023 2:47,87,79,40,12146,41
2/1/2023 3:02,86,78,41,12145,42
2/1/2023 3:17,85,79,40,12146,43
2/1/2023 3:32,84,78,41,12147,44
2/1/2023 3:47,85,79,40,12148,43
2/1/2023 4:02,86,78,39,12147,44
2/1/2023 4:17,87,79,38,12148,45
2/1/2023 4:32,88,78,39,12147,44
2/1/2023 4:47,89,79,40,12146,45
2/1/2023 5:02,90,80,39,12147,44
2/1/2023 5:17,89,80,38,12148,43
2/1/2023 5:32,90,79,39,12149,44
2/1/2023 5:47,89,78,38,12150,43
2/1/2023 6:02,90,79,39,12151,42
2/1/2023 6:17,89,78,38,12150,41
2/1/2023 6:32,88,79,37,12151,40
2/1/2023 6:47,89,80,38,12152,39
2/1/2023 7:02,90,79,39,12151,40
2/1/2023 7:17,90,78,40,12152,39
2/1/2023 7:32,90,77,39,12153,38
2/1/2023 7:47,90,76,38,12152,37
2/1/2023 8:02,89,77,39,12153,38
2/1/2023 8:17,90,78,40,12152,39
2/1/2023 8:32,89,77,39,12153,40
2/1/2023 8:47,90,78,38,12152,39
2/1/2023 9:02,89,77,39,12153,40
2/1/2023 9:17,88,78,40,12154,41
2/1/2023 9:32,89,79,41,12153,42
2/1/2023 9:47,88,80,40,12154,43
2/1/2023 10:02,87,80,41,12155,44
2/1/2023 10:17,88,80,42,12154,43
2/1/2023 10:32,89,80,43,12153,44
2/1/2023 10:47,88,79,42,12152,43
2/1/2023 11:02,89,78,43,12153,42
2/1/2023 11:17,88,77,44,12154,41
2/1/2023 11:32,89,76,43,12155,40
2/1/2023 11:47,88,75,42,12156,39
2/1/2023 12:02,87,74,43,12157,40
2/1/2023 12:17,88,73,42,12158,41
2/1/2023 12:32,87,74,41,12159,42
2/1/2023 12:47,88,73,40,12158,43
2/1/2023 13:02,89,72,39,12157,44
2/1/2023 13:17,90,73,40,12158,45
2/1/2023 13:32,90,72,39,12159,46
2/1/2023 13:47,89,71,40,12160,47
2/1/2023 14:02,88,72,41,12159,46
2/1/2023 14:17,89,73,42,12160,45
2/1/2023 14:32,88,74,43,12161,44
2/1/2023 14:47,89,73,42,12160,45
2/1/2023 15:02,90,74,43,12161,44
2/1/2023 15:17,89,75,44,12162,45
2/1/2023 15:32,90,74,43,12163,44
2/1/2023 15:47,89,75,44,12164,43
2/1/2023 16:02,88,74,45,12163,42
2/1/2023 16:17,87,73,46,12162,41
2/1/2023 16:32,88,72,47,12161,40
2/1/2023 16:47,87,73,48,12162,41
2/1/2023 17:02,86,74,49,12163,40
2/1/2023 17:17,87,75,50,12162,41
2/1/2023 17:32,88,76,51,12161,42
2/1/2023 17:47,87,75,52,12162,41
2/1/2023 18:02,88,76,53,12163,42
2/1/2023 18:17,87,75,52,12162,41
2/1/2023 18:32,88,74,53,12163,40
2/1/2023 18:47,87,75,54,12164,41
2/1/2023 19:02,88,74,55,12165,40
2/1/2023 19:17,89,73,56,12166,41
2/1/2023 19:32,90,72,55,12167,40
2/1/2023 19:47,90,71,54,12168,39
2/1/2023 20:02,90,72,55,12167,40
2/1/2023 20:17,89,71,56,12168,39
2/1/2023 20:32,88,70,55,12167,40
2/1/2023 20:47,87,71,54,12168,39
2/1/2023 21:02,88,72,53,12167,38
2/1/2023 21:17,89,71,54,12166,39
2/1/2023 21:32,90,72,53,12165,38
2/1/2023 21:47,89,73,54,12164,37
2/1/2023 22:02,88,74,53,12163,38
2/1/2023 22:17,87,75,54,12162,37
2/1/2023 22:32,88,76,53,12163,36
2/1/2023 22:47,87,75,52,12162,35
2/1/2023 23:02,86,74,51,12161,36
2/1/2023 23:17,85,73,52,12162,35
2/1/2023 23:32,86,72,51,12163,34
2/1/2023 23:47,87,71,50,12162,35
2/2/2023 0:02,86,72,49,12163,36
2/2/2023 0:17,87,71,48,12162,35
2/2/2023 0:32,88,70,47,12161,36
2/2/2023 0:47,87,69,48,12162,35
2/2/2023 1:02,88,70,47,12161,34
2/2/2023 1:17,87,69,46,12160,33
2/2/2023 1:32,86,70,45,12159,32
2/2/2023 1:47,85,69,44,12158,31
