Date,satsp,oat,supply_vfd_speed,economizer_sig,cooling_sig
2/1/2023 6:21,63,85,0,23,16
2/1/2023 6:36,64,86,0,24,15
2/1/2023 6:51,63,85,0,23,14
2/1/2023 7:06,64,86,0,24,13
2/1/2023 7:21,63,85,0,23,12
2/1/2023 7:36,62,84,0,24,13
2/1/2023 7:51,63,85,0,25,14
2/1/2023 8:06,64,84,0,26,13
2/1/2023 8:21,63,83,0,27,12
2/1/2023 8:36,64,84,0,26,11
2/1/2023 8:51,63,83,0,25,12
2/1/2023 9:06,64,84,0,26,11
2/1/2023 9:21,63,83,0,27,12
2/1/2023 9:36,62,82,0,28,13
2/1/2023 9:51,63,81,0,29,12
2/1/2023 10:06,62,80,0,28,13
2/1/2023 10:21,63,81,0,27,14
2/1/2023 10:36,64,80,0,26,13
2/1/2023 10:51,65,81,0,27,12
2/1/2023 11:06,64,80,0,26,13
2/1/2023 11:21,63,79,0,25,14
2/1/2023 11:36,62,80,0,24,13
2/1/2023 11:51,61,81,0,23,12
2/1/2023 12:06,60,82,0,22,11
2/1/2023 12:21,61,83,0,23,10
2/1/2023 12:36,60,82,0,24,11
2/1/2023 12:51,61,83,0,25,10
2/1/2023 13:06,60,82,0,26,9
2/1/2023 13:21,61,83,0,27,8
2/1/2023 13:36,60,84,0,26,9
2/1/2023 13:51,60,83,0,25,8
2/1/2023 14:06,61,82,0,24,9
2/1/2023 14:21,62,81,0,25,8
2/1/2023 14:36,61,80,0,24,9
2/1/2023 14:51,60,81,0,25,8
2/1/2023 15:06,61,82,0,24,9
2/1/2023 15:21,62,81,0,23,10
2/1/2023 15:36,63,80,0,24,11
2/1/2023 15:51,62,79,0,25,12
2/1/2023 16:06,63,78,0,24,13
2/1/2023 16:21,62,79,0,23,12
2/1/2023 16:36,61,78,0,24,11
2/1/2023 16:51,60,77,0,25,12
2/1/2023 17:06,60,78,0,24,11
2/1/2023 17:21,61,77,0,25,12
2/1/2023 17:36,60,78,0,24,11
2/1/2023 17:51,60,77,0,23,10
2/1/2023 18:06,60,78,0,24,9
2/1/2023 18:21,60,77,0,25,10
2/1/2023 18:36,60,76,0,24,9
2/1/2023 18:51,61,75,0,25,8
2/1/2023 19:06,60,74,0,24,7
2/1/2023 19:21,60,73,0,25,6
2/1/2023 19:36,61,72,0,26,5
2/1/2023 19:51,60,71,0,27,6
2/1/2023 20:06,60,70,0,28,7
2/1/2023 20:21,60,69,0,29,6
2/1/2023 20:36,61,68,0,30,5
2/1/2023 20:51,62,67,0,29,4
2/1/2023 21:06,61,66,0,30,3
2/1/2023 21:21,62,65,0,31,2
2/1/2023 21:36,63,64,0,32,3
2/1/2023 21:51,64,65,0,31,4
2/1/2023 22:06,65,66,0,32,3
2/1/2023 22:21,64,67,0,31,2
2/1/2023 22:36,65,68,0,32,3
2/1/2023 22:51,64,67,0,31,2
2/1/2023 23:06,65,68,0,32,3
2/1/2023 23:21,64,67,0,33,4
2/1/2023 23:36,65,66,0,32,3
2/1/2023 23:51,66,67,0,31,4
2/2/2023 0:06,67,66,0,30,5
2/2/2023 0:21,68,65,0,29,6
2/2/2023 0:36,69,64,0,28,5
2/2/2023 0:51,70,63,0,29,4
2/2/2023 1:06,69,62,0,30,3
2/2/2023 1:21,68,63,0,29,4
2/2/2023 1:36,69,64,0,28,5
2/2/2023 1:51,68,63,0,29,4
2/2/2023 2:06,69,64,0,30,5
2/2/2023 2:21,70,65,0,29,4
2/2/2023 2:36,71,64,0,30,5
2/2/2023 2:51,70,65,0,29,4
2/2/2023 3:06,71,64,0,30,5
2/2/2023 3:21,70,63,0,29,4
2/2/2023 3:36,69,64,0,28,3
2/2/2023 3:51,68,63,0,27,4
2/2/2023 4:06,67,62,0,26,3
2/2/2023 4:21,66,63,0,27,4
2/2/2023 4:36,67,64,0,28,5
2/2/2023 4:51,68,65,0,27,4
2/2/2023 5:06,69,64,0,26,5
2/2/2023 5:21,68,63,0,25,6
2/2/2023 5:36,69,62,0,26,5
2/2/2023 5:51,68,61,0,27,4
2/2/2023 6:06,67,62,0,26,3
2/2/2023 6:21,66,63,0,27,4
2/2/2023 6:36,67,62,0,26,5
2/2/2023 6:51,66,61,0,25,6
2/2/2023 7:06,67,60,0,24,5
2/2/2023 7:21,66,61,0,25,6
2/2/2023 7:36,67,60,0,24,5
2/2/2023 7:51,68,59,0,25,4
2/2/2023 8:06,67,60,0,26,5
2/2/2023 8:21,66,61,0,27,6
2/2/2023 8:36,65,62,0,26,5
2/2/2023 8:51,64,61,0,27,6
2/2/2023 9:06,65,60,0,28,5
2/2/2023 9:21,64,61,0,27,4
2/2/2023 9:36,63,60,0,28,3
2/2/2023 9:51,62,61,0,29,2
2/2/2023 10:06,61,60,0,30,3
2/2/2023 10:21,62,61,0,31,4
2/2/2023 10:36,63,62,0,30,3
2/2/2023 10:51,62,63,0,29,2
2/2/2023 11:06,63,62,0,28,3
2/2/2023 11:21,62,63,0,27,4
2/2/2023 11:36,63,64,0,26,5
2/2/2023 11:51,64,63,0,25,6
2/2/2023 12:06,65,62,0,24,5
2/2/2023 12:21,64,63,0,23,6
2/2/2023 12:36,65,62,0,24,7
2/2/2023 12:51,64,61,0,23,6
2/2/2023 13:06,65,62,0,24,5
2/2/2023 13:21,64,63,0,25,6
2/2/2023 13:36,63,64,0,26,7
2/2/2023 13:51,64,63,0,25,6
2/2/2023 14:06,65,62,0,26,5
2/2/2023 14:21,66,63,0,27,4
2/2/2023 14:36,67,62,0,26,5
2/2/2023 14:51,66,63,0,25,6
2/2/2023 15:06,65,62,0,26,7
2/2/2023 15:21,64,63,0,25,8
2/2/2023 15:36,65,64,0,26,9
2/2/2023 15:51,66,65,0,25,8
2/2/2023 16:06,65,66,0,24,7
2/2/2023 16:21,64,65,0,25,8
2/2/2023 16:36,65,64,0,26,7
2/2/2023 16:51,66,63,0,25,8
2/2/2023 17:06,67,64,0,24,7
2/2/2023 17:21,66,63,0,23,8
2/2/2023 17:36,65,64,0,22,7
2/2/2023 17:51,66,65,0,23,8
2/2/2023 18:06,65,66,0,24,7
2/2/2023 18:21,66,65,0,25,6
2/2/2023 18:36,67,64,0,26,5
2/2/2023 18:51,66,63,0,27,6
2/2/2023 19:06,65,62,0,26,5
2/2/2023 19:21,64,63,0,27,6
2/2/2023 19:36,63,62,0,26,5
2/2/2023 19:51,64,61,0,27,6
2/2/2023 20:06,63,60,0,26,5
2/2/2023 20:21,62,59,0,25,4
2/2/2023 20:36,61,58,0,26,5
2/2/2023 20:51,60,57,0,27,4
2/2/2023 21:06,60,56,0,28,5
2/2/2023 21:21,61,55,0,27,4
2/2/2023 21:36,62,56,0,26,5
2/2/2023 21:51,61,55,0,27,4
2/2/2023 22:06,60,54,0,26,3
2/2/2023 22:21,61,55,0,27,2
2/2/2023 22:36,60,54,0,28,1
2/2/2023 22:51,61,55,0,27,0
2/2/2023 23:06,60,56,0,26,0
2/2/2023 23:21,60,55,0,25,1
2/2/2023 23:36,61,54,0,24,2
2/2/2023 23:51,62,53,0,23,3
2/3/2023 0:06,63,54,0,22,4
2/3/2023 0:21,64,55,0,21,3
2/3/2023 0:36,65,56,0,20,2
2/3/2023 0:51,64,55,0,21,1
2/3/2023 1:06,63,54,0,20,2
2/3/2023 1:21,62,53,0,19,1
2/3/2023 1:36,61,52,0,18,2
2/3/2023 1:51,62,53,0,19,1
2/3/2023 2:06,61,52,0,18,0
2/3/2023 2:21,60,51,0,19,1
2/3/2023 2:36,61,50,0,20,0
2/3/2023 2:51,62,49,0,21,1
2/3/2023 3:06,63,48,0,20,2
2/3/2023 3:21,64,49,0,21,3
2/3/2023 3:36,65,48,0,22,4
2/3/2023 3:51,64,49,0,21,5
2/3/2023 4:06,65,50,0,20,6
2/3/2023 4:21,66,51,0,19,5
2/3/2023 4:36,65,50,0,18,4
2/3/2023 4:51,66,49,0,17,5
2/3/2023 5:06,65,48,0,18,4
2/3/2023 5:21,64,49,0,19,5
2/3/2023 5:36,63,50,0,18,4
2/3/2023 5:51,64,49,0,17,5
2/3/2023 6:06,65,50,0,18,6
2/3/2023 6:21,66,51,0,19,5
2/3/2023 6:36,65,50,0,18,4
2/3/2023 6:51,66,51,0,19,5
2/3/2023 7:06,67,52,0,20,4
2/3/2023 7:21,68,51,0,19,3
2/3/2023 7:36,67,50,0,20,4
2/3/2023 7:51,68,51,0,19,5
2/3/2023 8:06,67,50,0,20,4
2/3/2023 8:21,68,51,0,19,3
2/3/2023 8:36,67,52,0,18,2
2/3/2023 8:51,68,53,0,17,1
2/3/2023 9:06,69,52,0,16,0
2/3/2023 9:21,68,53,0,17,1
2/3/2023 9:36,67,52,0,16,2
2/3/2023 9:51,66,51,0,15,1
2/3/2023 10:06,67,52,0,16,2
2/3/2023 10:21,68,51,0,17,1
2/3/2023 10:36,69,52,0,16,2
2/3/2023 10:51,68,53,0,17,3
2/3/2023 11:06,69,52,0,16,2
2/3/2023 11:21,70,51,0,15,1
2/3/2023 11:36,71,50,0,14,0
2/3/2023 11:51,72,49,0,13,1
2/3/2023 12:06,71,50,0,14,0
2/3/2023 12:21,70,49,0,15,1
2/3/2023 12:36,69,50,0,14,2
2/3/2023 12:51,70,51,0,13,1
2/3/2023 13:06,69,52,0,12,2
2/3/2023 13:21,68,51,0,11,3
2/3/2023 13:36,67,50,0,12,2
2/3/2023 13:51,66,51,0,13,1
2/3/2023 14:06,65,50,0,14,0
2/3/2023 14:21,64,49,0,13,0
2/3/2023 14:36,63,50,0,12,0
2/3/2023 14:51,62,49,0,11,0
2/3/2023 15:06,61,48,0,10,0
2/3/2023 15:21,60,47,0,9,0
2/3/2023 15:36,61,46,0,8,0
2/3/2023 15:51,60,45,0,7,0
2/3/2023 16:06,61,44,0,8,0
2/3/2023 16:21,60,43,0,9,1
2/3/2023 16:36,60,42,0,10,2
2/3/2023 16:51,61,41,0,9,1
2/3/2023 17:06,60,42,55,8,0
2/3/2023 17:21,61,43,54,9,0
2/3/2023 17:36,62,42,53,10,1
2/3/2023 17:51,61,43,54,9,2
2/3/2023 18:06,62,42,55,8,1
2/3/2023 18:21,63,41,54,9,2
2/3/2023 18:36,64,42,55,8,3
2/3/2023 18:51,65,43,56,7,4
2/3/2023 19:06,66,44,57,8,3
2/3/2023 19:21,65,43,56,9,2
2/3/2023 19:36,66,44,55,8,1
2/3/2023 19:51,65,43,54,7,0
2/3/2023 20:06,66,44,53,6,1
2/3/2023 20:21,65,43,54,5,0
2/3/2023 20:36,66,44,53,6,1
2/3/2023 20:51,65,45,54,7,2
2/3/2023 21:06,66,46,53,6,1
2/3/2023 21:21,65,45,52,7,2
2/3/2023 21:36,66,44,53,6,1
2/3/2023 21:51,67,43,54,5,2
2/3/2023 22:06,68,42,55,4,1
2/3/2023 22:21,69,41,54,5,2
2/3/2023 22:36,70,40,53,4,1
2/3/2023 22:51,71,39,52,3,2
2/3/2023 23:06,72,38,53,2,1
2/3/2023 23:21,73,39,52,3,0
2/3/2023 23:36,74,40,51,4,1
2/3/2023 23:51,75,41,52,3,2
2/4/2023 0:06,74,42,53,2,3
2/4/2023 0:21,75,41,54,3,2
2/4/2023 0:36,76,40,53,4,3
2/4/2023 0:51,75,39,52,3,4
2/4/2023 1:06,74,40,51,4,5
2/4/2023 1:21,75,39,52,5,4
2/4/2023 1:36,76,38,51,4,3
2/4/2023 1:51,75,37,52,5,2
2/4/2023 2:06,76,38,51,4,1
2/4/2023 2:21,77,37,52,5,2
2/4/2023 2:36,76,38,51,6,1
2/4/2023 2:51,75,39,52,7,0
2/4/2023 3:06,74,40,53,8,0
2/4/2023 3:21,75,41,54,9,1
2/4/2023 3:36,74,42,53,10,2
2/4/2023 3:51,75,41,52,11,1
2/4/2023 4:06,74,42,51,10,0
2/4/2023 4:21,73,43,50,9,1
2/4/2023 4:36,72,44,49,10,0
2/4/2023 4:51,73,45,50,11,1
2/4/2023 5:06,72,46,51,12,0
2/4/2023 5:21,73,45,52,11,1
2/4/2023 5:36,74,46,53,10,2
2/4/2023 5:51,73,47,54,11,3
2/4/2023 6:06,74,48,55,10,4
2/4/2023 6:21,73,49,56,11,5
2/4/2023 6:36,72,48,57,12,4
2/4/2023 6:51,73,47,58,11,3
2/4/2023 7:06,72,46,57,10,4
2/4/2023 7:21,71,47,56,11,3
2/4/2023 7:36,70,48,55,12,2
2/4/2023 7:51,69,47,56,13,3
2/4/2023 8:06,70,46,55,14,2
2/4/2023 8:21,71,47,56,13,1
2/4/2023 8:36,72,46,55,12,2
2/4/2023 8:51,71,47,54,13,3
2/4/2023 9:06,72,46,53,12,2
2/4/2023 9:21,71,47,54,11,1
2/4/2023 9:36,70,46,53,10,2
2/4/2023 9:51,71,45,54,9,3
2/4/2023 10:06,70,44,55,8,4
2/4/2023 10:21,69,43,56,7,3
2/4/2023 10:36,70,44,55,8,4
2/4/2023 10:51,71,43,56,9,3
2/4/2023 11:06,72,42,57,10,4
2/4/2023 11:21,73,43,56,9,3
2/4/2023 11:36,72,44,55,8,4
2/4/2023 11:51,73,45,54,7,5
2/4/2023 12:06,72,44,55,6,4
2/4/2023 12:21,71,45,54,7,3
2/4/2023 12:36,72,46,53,8,4
2/4/2023 12:51,73,47,54,7,3
2/4/2023 13:06,74,46,55,8,4
2/4/2023 13:21,75,47,54,7,5
2/4/2023 13:36,74,46,53,8,4
2/4/2023 13:51,75,45,52,7,5
2/4/2023 14:06,76,46,53,6,6
2/4/2023 14:21,77,45,54,5,7
2/4/2023 14:36,78,44,55,4,8
2/4/2023 14:51,77,45,56,3,9
2/4/2023 15:06,76,46,55,4,10
2/4/2023 15:21,77,47,56,3,9
2/4/2023 15:36,76,48,57,4,10
2/4/2023 15:51,75,49,56,5,11
2/4/2023 16:06,74,48,57,6,10
2/4/2023 16:21,73,49,56,7,9
2/4/2023 16:36,72,48,57,8,8
2/4/2023 16:51,71,47,58,7,9
2/4/2023 17:06,72,46,57,6,8
2/4/2023 17:21,73,47,58,7,9
2/4/2023 17:36,74,48,57,6,10
2/4/2023 17:51,75,49,56,5,9
2/4/2023 18:06,76,50,55,6,8
2/4/2023 18:21,75,51,54,7,9
2/4/2023 18:36,76,52,53,6,10
2/4/2023 18:51,77,51,54,7,9
2/4/2023 19:06,78,50,55,6,10
2/4/2023 19:21,79,51,54,5,11
2/4/2023 19:36,78,52,53,4,12
2/4/2023 19:51,79,53,54,5,11
2/4/2023 20:06,80,52,55,6,10
2/4/2023 20:21,81,53,54,5,11
2/4/2023 20:36,80,54,53,4,12
2/4/2023 20:51,79,55,52,3,13
2/4/2023 21:06,78,54,51,2,12
2/4/2023 21:21,77,55,50,3,13
2/4/2023 21:36,78,54,51,4,12
2/4/2023 21:51,79,53,52,3,11
2/4/2023 22:06,80,52,51,4,12
2/4/2023 22:21,81,51,50,5,13
2/4/2023 22:36,80,52,49,4,12
2/4/2023 22:51,79,53,48,5,13
2/4/2023 23:06,78,52,47,6,14
2/4/2023 23:21,77,53,48,5,13
2/4/2023 23:36,76,54,49,6,12
2/4/2023 23:51,77,53,50,7,11
2/5/2023 0:06,78,52,51,6,10
2/5/2023 0:21,79,51,52,7,11
2/5/2023 0:36,78,52,51,8,12
2/5/2023 0:51,77,53,52,7,13
2/5/2023 1:06,76,52,51,8,12
2/5/2023 1:21,77,53,50,7,13
2/5/2023 1:36,76,54,51,6,14
2/5/2023 1:51,75,55,50,7,15
2/5/2023 2:06,76,56,51,8,14
2/5/2023 2:21,75,57,52,7,13
2/5/2023 2:36,76,58,53,6,12
2/5/2023 2:51,77,59,54,5,13
2/5/2023 3:06,78,58,53,4,12
2/5/2023 3:21,77,59,52,5,11
2/5/2023 3:36,76,58,51,6,10
2/5/2023 3:51,77,57,50,7,11
2/5/2023 4:06,76,58,49,8,12
2/5/2023 4:21,75,57,48,9,13
2/5/2023 4:36,76,56,47,10,14
2/5/2023 4:51,77,57,46,11,13
2/5/2023 5:06,76,58,47,10,12
2/5/2023 5:21,75,59,48,11,11
2/5/2023 5:36,74,58,49,12,12
2/5/2023 5:51,73,59,48,13,11
2/5/2023 6:06,72,58,47,12,10
2/5/2023 6:21,71,59,48,11,11
2/5/2023 6:36,70,60,47,12,12
2/5/2023 6:51,71,59,46,11,11
2/5/2023 7:06,72,60,45,12,12
2/5/2023 7:21,73,61,46,13,11
2/5/2023 7:36,74,62,47,12,10
2/5/2023 7:51,75,61,46,13,11
2/5/2023 8:06,76,62,45,14,10
2/5/2023 8:21,75,61,44,15,11
2/5/2023 8:36,76,62,43,14,12
2/5/2023 8:51,75,61,42,13,13
2/5/2023 9:06,76,62,41,12,12
2/5/2023 9:21,75,61,42,13,11
2/5/2023 9:36,76,60,43,12,10
2/5/2023 9:51,75,61,44,11,11
2/5/2023 10:06,76,60,43,12,10
2/5/2023 10:21,77,61,42,13,9
2/5/2023 10:36,76,62,41,12,8
2/5/2023 10:51,77,63,42,13,7
2/5/2023 11:06,78,62,43,14,6
2/5/2023 11:21,77,63,44,13,5
2/5/2023 11:36,78,62,43,14,4
2/5/2023 11:51,77,61,42,15,3
2/5/2023 12:06,76,60,41,16,2
2/5/2023 12:21,75,59,40,15,3
2/5/2023 12:36,74,58,39,14,4
2/5/2023 12:51,75,57,40,13,5
2/5/2023 13:06,76,58,39,12,6
2/5/2023 13:21,75,59,38,11,7
2/5/2023 13:36,76,60,37,12,6
2/5/2023 13:51,75,59,38,11,5
2/5/2023 14:06,76,58,39,10,4
2/5/2023 14:21,77,57,38,11,3
2/5/2023 14:36,76,56,37,10,2
2/5/2023 14:51,77,57,38,11,3
2/5/2023 15:06,78,56,39,10,4
2/5/2023 15:21,77,57,38,9,3
2/5/2023 15:36,76,58,39,10,4
2/5/2023 15:51,77,57,40,11,3
2/5/2023 16:06,78,56,41,12,2
2/5/2023 16:21,79,55,40,11,3
2/5/2023 16:36,80,54,39,10,4
2/5/2023 16:51,79,53,38,11,5
2/5/2023 17:06,80,52,39,10,4
2/5/2023 17:21,81,51,40,11,3
2/5/2023 17:36,80,52,41,10,2
2/5/2023 17:51,79,53,40,9,1
2/5/2023 18:06,78,54,41,8,0
2/5/2023 18:21,79,53,40,9,1
2/5/2023 18:36,78,54,41,10,0
2/5/2023 18:51,79,53,42,9,1
2/5/2023 19:06,78,54,43,8,2
2/5/2023 19:21,77,53,44,7,3
2/5/2023 19:36,76,54,43,8,4
2/5/2023 19:51,75,53,42,9,3
2/5/2023 20:06,74,52,43,10,4
2/5/2023 20:21,73,53,42,9,5
2/5/2023 20:36,74,54,43,10,4
2/5/2023 20:51,75,55,44,9,3
2/5/2023 21:06,74,54,45,10,4
2/5/2023 21:21,75,55,44,11,5
2/5/2023 21:36,74,56,43,12,6
2/5/2023 21:51,73,57,44,11,7
2/5/2023 22:06,72,58,43,12,6
2/5/2023 22:21,73,59,42,13,7
2/5/2023 22:36,72,60,43,12,8
2/5/2023 22:51,71,61,42,11,9
2/5/2023 23:06,70,62,41,10,8
2/5/2023 23:21,71,63,42,11,7
2/5/2023 23:36,70,62,43,10,8
2/5/2023 23:51,69,63,44,11,7
2/6/2023 0:06,68,64,43,10,8
2/6/2023 0:21,69,63,44,9,7
2/6/2023 0:36,70,64,45,10,8
2/6/2023 0:51,71,65,44,11,7
2/6/2023 1:06,70,66,45,12,8
2/6/2023 1:21,71,67,44,13,9
2/6/2023 1:36,70,68,43,14,10
2/6/2023 1:51,71,69,44,13,9
2/6/2023 2:06,70,70,43,14,10
2/6/2023 2:21,69,69,42,13,11
2/6/2023 2:36,68,70,41,14,12
2/6/2023 2:51,69,71,40,13,11
2/6/2023 3:06,70,70,39,14,12
2/6/2023 3:21,71,69,40,15,13
2/6/2023 3:36,72,68,39,16,14
2/6/2023 3:51,71,69,38,17,15
2/6/2023 4:06,70,68,37,18,14
2/6/2023 4:21,71,67,38,17,13
2/6/2023 4:36,72,66,39,16,12
2/6/2023 4:51,71,67,40,15,11
2/6/2023 5:06,72,66,39,16,10
2/6/2023 5:21,73,65,40,15,9
2/6/2023 5:36,72,64,41,14,10
2/6/2023 5:51,71,65,42,13,11
2/6/2023 6:06,70,66,43,12,10
2/6/2023 6:21,71,67,44,13,11
2/6/2023 6:36,70,68,43,12,10
2/6/2023 6:51,69,67,44,11,11
2/6/2023 7:06,68,66,43,12,10
2/6/2023 7:21,67,65,42,11,11
2/6/2023 7:36,66,66,41,10,12
2/6/2023 7:51,65,67,40,9,13
2/6/2023 8:06,66,66,39,8,14
2/6/2023 8:21,65,67,40,9,13
2/6/2023 8:36,64,68,41,8,12
2/6/2023 8:51,63,69,42,7,13
2/6/2023 9:06,64,70,43,6,14
2/6/2023 9:21,65,71,44,7,13
2/6/2023 9:36,64,72,45,8,12
2/6/2023 9:51,63,73,46,7,13
2/6/2023 10:06,64,72,47,6,14
2/6/2023 10:21,63,73,46,5,13
2/6/2023 10:36,64,72,45,4,12
2/6/2023 10:51,65,71,44,5,11
2/6/2023 11:06,64,70,45,4,10
2/6/2023 11:21,63,69,44,3,9
2/6/2023 11:36,64,68,45,4,8
2/6/2023 11:51,65,69,44,3,7
2/6/2023 12:06,66,70,43,4,6
2/6/2023 12:21,67,71,42,5,5
2/6/2023 12:36,68,72,41,4,4
2/6/2023 12:51,69,73,40,5,3
2/6/2023 13:06,68,72,41,6,4
2/6/2023 13:21,67,73,40,7,3
2/6/2023 13:36,68,74,41,8,4
2/6/2023 13:51,69,75,42,9,3
2/6/2023 14:06,68,74,41,10,2
2/6/2023 14:21,69,73,42,9,1
2/6/2023 14:36,68,74,41,8,0
2/6/2023 14:51,67,75,40,9,0
2/6/2023 15:06,68,76,41,8,1
2/6/2023 15:21,67,77,40,9,0
2/6/2023 15:36,68,76,41,10,1
2/6/2023 15:51,69,75,40,11,0
2/6/2023 16:06,70,74,39,10,1
2/6/2023 16:21,69,73,40,9,2
2/6/2023 16:36,68,72,39,8,1
2/6/2023 16:51,67,73,40,9,2
2/6/2023 17:06,66,74,39,8,1
2/6/2023 17:21,65,73,38,7,2
2/6/2023 17:36,66,72,39,6,3
2/6/2023 17:51,67,73,38,5,2
2/6/2023 18:06,68,74,37,6,1
2/6/2023 18:21,69,75,38,5,0
2/6/2023 18:36,68,76,37,4,0
2/6/2023 18:51,67,77,36,5,0
2/6/2023 19:06,68,76,35,6,0
2/6/2023 19:21,69,75,36,5,0
2/6/2023 19:36,68,76,35,4,0
2/6/2023 19:51,67,77,34,5,0
2/6/2023 20:06,66,76,35,6,1
2/6/2023 20:21,67,77,36,5,2
2/6/2023 20:36,66,76,35,6,1
2/6/2023 20:51,65,77,36,7,0
2/6/2023 21:06,66,78,35,6,1
2/6/2023 21:21,65,77,34,7,2
2/6/2023 21:36,64,76,33,8,3
2/6/2023 21:51,63,77,32,9,2
2/6/2023 22:06,62,78,31,8,1
2/6/2023 22:21,63,77,32,9,2
2/6/2023 22:36,64,76,33,10,3
2/6/2023 22:51,65,75,32,11,2
2/6/2023 23:06,64,74,31,10,3
2/6/2023 23:21,63,73,32,11,2
2/6/2023 23:36,62,72,33,12,1
2/6/2023 23:51,61,73,34,13,2
2/7/2023 0:06,62,74,33,12,1
2/7/2023 0:21,61,73,32,13,0
2/7/2023 0:36,60,74,31,14,1
2/7/2023 0:51,61,75,32,15,2
2/7/2023 1:06,62,76,31,14,1
2/7/2023 1:21,61,77,32,13,0
2/7/2023 1:36,60,78,33,12,1
2/7/2023 1:51,61,77,34,13,2
2/7/2023 2:06,60,76,33,12,1
2/7/2023 2:21,61,77,32,11,0
2/7/2023 2:36,62,76,31,10,1
2/7/2023 2:51,63,75,32,9,0
2/7/2023 3:06,64,74,33,8,0
2/7/2023 3:21,63,75,32,7,1
2/7/2023 3:36,64,74,33,6,0
2/7/2023 3:51,63,73,32,7,1
2/7/2023 4:06,64,72,33,8,0
2/7/2023 4:21,63,73,34,7,0
2/7/2023 4:36,64,72,35,8,1
2/7/2023 4:51,63,71,34,9,0
2/7/2023 5:06,62,70,35,8,0
2/7/2023 5:21,63,69,36,9,0
2/7/2023 5:36,64,70,37,8,1
2/7/2023 5:51,63,71,36,7,0
2/7/2023 6:06,64,72,35,8,1
2/7/2023 6:21,65,73,36,7,0
2/7/2023 6:36,66,72,37,8,1
2/7/2023 6:51,65,73,38,9,2
2/7/2023 7:06,64,72,39,10,1
2/7/2023 7:21,63,73,40,9,2
2/7/2023 7:36,64,74,41,10,1
2/7/2023 7:51,63,75,40,11,2
2/7/2023 8:06,62,76,41,12,1
2/7/2023 8:21,63,75,40,13,0
2/7/2023 8:36,64,76,39,12,0
2/7/2023 8:51,65,77,40,11,0
2/7/2023 9:06,66,76,39,12,1
2/7/2023 9:21,67,77,38,13,2
2/7/2023 9:36,66,76,37,12,1
2/7/2023 9:51,65,77,36,13,0
2/7/2023 10:06,66,78,35,14,0
2/7/2023 10:21,65,79,36,13,1
2/7/2023 10:36,66,78,35,12,0
2/7/2023 10:51,67,79,34,13,0
2/7/2023 11:06,66,80,33,14,0
2/7/2023 11:21,67,81,34,15,1
2/7/2023 11:36,66,80,35,16,0
2/7/2023 11:51,65,81,36,17,0
2/7/2023 12:06,64,82,35,18,0
2/7/2023 12:21,65,81,36,17,1
2/7/2023 12:36,66,82,37,16,0
2/7/2023 12:51,67,81,36,15,0
2/7/2023 13:06,68,82,35,16,1
2/7/2023 13:21,67,83,36,15,0
2/7/2023 13:36,68,82,35,16,0
2/7/2023 13:51,69,81,36,17,0
2/7/2023 14:06,68,82,37,18,0
2/7/2023 14:21,69,83,36,19,0
2/7/2023 14:36,68,84,35,20,1
2/7/2023 14:51,69,85,34,21,0
2/7/2023 15:06,68,84,33,22,1
2/7/2023 15:21,67,85,34,21,2
2/7/2023 15:36,68,86,35,22,3
2/7/2023 15:51,67,85,34,21,2
2/7/2023 16:06,66,86,33,22,3
2/7/2023 16:21,67,87,34,23,2
2/7/2023 16:36,66,88,33,22,1
2/7/2023 16:51,67,87,32,21,2
2/7/2023 17:06,66,88,31,20,3
2/7/2023 17:21,65,87,32,19,2
2/7/2023 17:36,64,86,33,18,1
2/7/2023 17:51,65,85,32,19,0
2/7/2023 18:06,66,84,31,18,0
2/7/2023 18:21,65,83,32,17,0
2/7/2023 18:36,64,82,31,18,0
2/7/2023 18:51,63,81,32,17,1
2/7/2023 19:06,64,82,31,18,2
2/7/2023 19:21,63,81,32,19,3
2/7/2023 19:36,64,82,31,18,2
2/7/2023 19:51,65,81,32,17,1
2/7/2023 20:06,64,82,33,16,0
2/7/2023 20:21,65,83,34,15,1
2/7/2023 20:36,64,82,33,16,0
2/7/2023 20:51,65,81,34,15,0
2/7/2023 21:06,64,80,35,14,0
2/7/2023 21:21,65,81,34,15,1
2/7/2023 21:36,66,82,33,14,0
2/7/2023 21:51,65,81,34,15,0
2/7/2023 22:06,64,82,33,16,0
2/7/2023 22:21,65,81,32,15,0
2/7/2023 22:36,66,80,31,14,1
2/7/2023 22:51,65,79,30,13,0
2/7/2023 23:06,66,78,29,12,0
2/7/2023 23:21,65,79,30,11,1
2/7/2023 23:36,66,80,29,12,2
2/7/2023 23:51,67,81,28,11,1
2/8/2023 0:06,66,80,27,12,2
2/8/2023 0:21,67,79,28,13,3
2/8/2023 0:36,66,78,29,12,4
2/8/2023 0:51,67,79,30,13,5
2/8/2023 1:06,68,78,31,14,6
2/8/2023 1:21,69,77,30,15,7
2/8/2023 1:36,68,78,29,16,8
2/8/2023 1:51,67,77,28,17,9
2/8/2023 2:06,68,78,29,16,8
2/8/2023 2:21,67,79,30,17,9
2/8/2023 2:36,68,80,31,18,8
2/8/2023 2:51,67,81,30,19,9
2/8/2023 3:06,68,82,29,20,8
2/8/2023 3:21,67,83,28,21,9
2/8/2023 3:36,66,82,27,20,10
2/8/2023 3:51,65,81,28,21,9
2/8/2023 4:06,64,82,29,20,10
2/8/2023 4:21,65,81,30,21,11
